wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
Endeavour Mining,https://en.wikipedia.org/wiki/Endeavour_Mining,,Public,1988; 37 years ago (1988),,"London, England, UK",Mining,Srinivasan Venkatakrishnan (Chair)Ian Cockerill (CEO)Guy Young (CFO),US$(240.9) million (2024),,US$367.8 million (2024),,,Gold,"US$2,675.9 million (2024)","Semafo, Teranga, Societe des Mines d'Ity S.A. (Côte d'Ivoire), Houndé Gold Operations SA (Burkina Faso)",,,TSX: EDVLSE: EDVFTSE 100 component,endeavourmining.com
Energean,https://en.wikipedia.org/wiki/Energean,"Southeast Europe, North Africa",Public,2007; 18 years ago (2007),,"London, United Kingdom",Energy,Karen Simon (Chairman)Mathios Rigas (CEO),US$188.1 million (2024),,US$394.4 million (2024),UBS Asset Management (17.5%)Stathis Topouzoglou (9.47%)Leumi Partners Ltd. (8.70%)Mathios Rigas (8.34%),,Oil and Gas ExplorationNatural Gas Trading Oil Refining,"US$1,314.7 million (2024)",,"US$5,924.6 million (2024)",US$638.1 million (2024),LSE: ENOGFTSE 250 component,www.energean.com
EnQuest,https://en.wikipedia.org/wiki/EnQuest,,Public limited company,6 April 2010,,"London, England",Oil and gas industry,James Buckee (Chairman)Amjad Bseisu (CEO),$93.8 million (2024),,$311.5 million (2024),,,Petroleum exploration and production,"$1,180.7 million (2024)",,,,"LSE: ENQ,",www.enquest.co.uk
EQTEC,https://en.wikipedia.org/wiki/EQTEC,,Public,"Cork, Ireland (2005)",,"Cork, Ireland",Energy,David Palumbo CEO,,,,,,,,,,,AIM: EQT,
Exillon Energy,https://en.wikipedia.org/wiki/Exillon_Energy,,Public,2009,,"Uray, Russia",Oil exploration and production,"Sergey Koshelenko, ChairmanDmitry Margelov, CEO",US$31.6 million (2013),,US$91.10 million (2013),,,,US$321.5 million (2013),,,,LSE: EXI (2009-2020),www.exillonenergy.com
GCM Resources,https://en.wikipedia.org/wiki/GCM_Resources,,Public company,1998?,,"London, United Kingdom",Coal mining,Leslie chow Chief Executive (London),,,,,,,,,,,,www.gcmplc.com
Genel Energy,https://en.wikipedia.org/wiki/Genel_Energy,Iraqi Kurdistan,Public,2011 (2011),,London,Oil and gas industry,David McManus (Chairman) Paul Weir (CEO),,,,,,,,,,,LSE: GENL,www.genelenergy.com
Bharat Petroleum,https://en.wikipedia.org/wiki/Bharat_Petroleum,,Public,24 January 1976; 49 years ago (1976-01-24),,"Mumbai, Maharashtra, India",Energy: Oil and gas,Sanjay Khanna (chairman & MD),"₹13,336 crore (US$1.6 billion) (2025)","8,506 permanent and 25,848 contractual (31 March 2024)","₹18,182 crore (US$2.2 billion) (2025)",,,Petroleum Natural gas LNG Lubricants Petrochemicals,"₹503,202 crore (US$60 billion) (2025)",Indraprastha Gas Limited Petronet LNG,"₹218,382 crore (US$26 billion) (2025)","₹81,384 crore (US$9.6 billion) (2025)",BSE: 500547NSE: BPCL,www.bharatpetroleum.in
Gulf Keystone Petroleum,https://en.wikipedia.org/wiki/Gulf_Keystone_Petroleum,,Public limited company,2001,,"London, England Hamilton, Bermuda",Oil and gas industry,Jaap Huijskes (Chairman)Jón Ferrier (CEO),,Over 600,,,,,,,,,LSE: GKP,www.gulfkeystone.com
Marine expeditionary unit,https://en.wikipedia.org/wiki/Marine_expeditionary_unit,,,,,,,,,,,,,,,,,,,
Hunting plc,https://en.wikipedia.org/wiki/Hunting_plc,,Public,1874,,"London, UK and Houston. United States",Energy,"Richard Hunting, Chairman Jim Johnson, CEO",£(25.5) million (2024),"2,423 (2024)",£(21.1) million (2024),,,,"£1,048.9 million (2024)",,,,LSE: HTG,www.huntingplc.com
Hwange Colliery,https://en.wikipedia.org/wiki/Hwange_Colliery,,Open Cast and underground coal mine,1899,,Hwange,Mining,,,,,,,Coal,,,,,ZSE: HCCL,http://hwangecolliery.co.zw
IGas Energy,https://en.wikipedia.org/wiki/IGas_Energy,,,,,,,,,,,,,,,,,,,
Oil and Natural Gas Corporation,https://en.wikipedia.org/wiki/Oil_and_Natural_Gas_Corporation,Worldwide,Public,14 August 1956; 69 years ago (1956-08-14),,"Deendayal Urja Bhawan, 5A-5B Nelson Mandela Road, Vasant Kunj, Delhi, India",Energy: Oil and gas,Arun Kumar Singh (Chairman & CEO),"₹38,329 crore (US$4.5 billion) (2025)","25,847 (including 10,094 workers) (March 2024)","₹76,860 crore (US$9.1 billion) (2024)",58.89% Government of India,,PetroleumNatural gasLNGLubricantsPetrochemicalsElectricity,"₹624,459 crore (US$74 billion) (2025)",Hindustan Petroleum Imperial Energy Corporation Petronet LNG MRPL ONGC Green,"₹710,193 crore (US$84 billion) (2024)","₹365,090 crore (US$43 billion) (2024)",NSE: ONGCBSE: 500312NSE NIFTY 50 constituent,www.ongcindia.com
Toyota Indus,https://en.wikipedia.org/wiki/Toyota_Indus,PakistanEgypt,Public,1 July 1990,,"Port Qasim, Karachi, Pakistan",Automotive,Mohamedali R. Habib (chairman)Ali Asghar Jamali (CEO)Shinji Yanagi (director & vice chairman),Rs. 23.00 billion (US$80 million) (2025),"2,089 (2025)",Rs. 37.48 billion (US$130 million) (2025),Overseas Pakistan Investors AG (44%)Toyota Motor Corporation (31.8%)Toyota Tsusho Corporation (16%)Thal Limited (6.25%),House of HabibToyota Motor Corporation,Automobiles,Rs. 215.13 billion (US$750 million) (2025),,Rs. 184.77 billion (US$640 million) (2025),Rs. 76.95 billion (US$270 million) (2025),PSX: INDUKSE 100 component,toyota-indus.com
Iofina,https://en.wikipedia.org/wiki/Iofina,,Public Symbol: IOF,2005,,"Greenwood Village, Colorado, USA",Chemicals,Lance J Baller (Chairman)Dr. Thomas Becker (CEO)Malcolm Lewin (CFO),$6.56 million (2023),c. 115 (2023),$8.60 million,,,Specialty halogen based chemicals and pure iodine producer,US$50.0 million (2023),,,,,www.iofina.com
ITM Power,https://en.wikipedia.org/wiki/ITM_Power,,,2000 (2000),,"Sheffield, England",Hydrogen economy,Dennis Schulz (CEO) Simon Bourne (CTO) Amy Grey (CFO),,,,,,Electrolysers,£16.5 million (2024),,,,LSE: ITM,www.itm-power.com
Eclairs Group Ltd v JKX Oil & Gas plc,https://en.wikipedia.org/wiki/Eclairs_Group_Ltd_v_JKX_Oil_%26_Gas_plc,,,,,,,,,,,,,,,,,,,
Lamprell,https://en.wikipedia.org/wiki/Lamprell,,Private,1976,,"Hamriyah, United Arab Emirates",Energy,"Ian Prescott, CEO Neil Millar, COO",US$(53.4) million (2020),"5,000 (2021)",US$(32.0) million (2020),,,Oil & GasRenewables,US$338.6 million (2020),,,,,www.lamprell.com
Lekoil,https://en.wikipedia.org/wiki/Lekoil,Africa,Private,2010,"Olalekan (""Lekan"") Akinyanmi","Cayman Islands, London and Lagos",Oil and Gas,Shareholders and Board,,,,,,Crude OilNatural Gas,,LEKOIL Oil and Gas Investments Limited,,,,www.lekoil.com
Oracle Corporation,https://en.wikipedia.org/wiki/Oracle_Corporation,Worldwide,Public,"June 16, 1977; 48 years ago (1977-06-16), in Santa Clara, California, United States",Larry EllisonBob MinerEd Oates,"Austin, Texas, United States30°14′34″N 97°43′18″W﻿ / ﻿30.2428699°N 97.7216941°W﻿ / 30.2428699; -97.7216941",Enterprise softwareBusiness softwareCloud computingComputer hardwareConsulting,Larry Ellison (executive chairman & CTO)Safra Catz (executive vice chair)Clay MagouyrkMike Sicilia (co-CEOs),US$12.44 billion (2025),"c. 162,000 (2025)",US$17.68 billion (2025),Larry Ellison (42.7%),,Oracle ApplicationsOracle DatabaseOracle ERPOracle CloudEnterprise ManagerFusion Middleware(Full list),US$57.40 billion (2025),List of Oracle subsidiaries,US$168.4 billion (2025),US$20.97 billion (2025),NYSE: ORCLS&P 100 componentS&P 500 component,oracle.com
Gazprom,https://en.wikipedia.org/wiki/Gazprom,,State-owned company Public (PAO),8 August 1989; 36 years ago (1989-08-08),,"Lakhta Center, Saint Petersburg, Russia",Oil and gas,Viktor Zubkov (Chairman)Alexey Miller (CEO),$2.25 billion (2020),"466,000 (2018)",$8.53 billion (2020),Russian government (50.23%),,PetroleumNatural gasPetrochemicals,$87.7 billion (2020),List of subsidiaries,$324 billion (2020),$205 billion (2020),MCX: GAZP,gazprom.com
Lukoil,https://en.wikipedia.org/wiki/Lukoil,"Europe, Kazakhstan, Uzbekistan, Iraq, Egypt, Ghana, Nigeria, Cameroon, United States, Mexico, Sri Lanka",Public (ПAO),25 November 1991; 34 years ago (1991-11-25),Vagit Alekperov,"Moscow, Russia",Oil and gas,Vadim Vorobyov (president and CEO) Leonid Fedun (vice-president),$10.5 billion (2021),"101,000 (2019)",$13.3 billion (2021),,,PetroleumNatural gasPetrochemicals,$128 billion (2021),see Subsidiaries,$93.2 billion (2021),$61.4 billion (2021),MCX: LKOH,lukoil.com
Tatneft,https://en.wikipedia.org/wiki/Tatneft,,Public (PJSC),1950 (1950)[verification needed],Ministry of Oil Industry,"Almetyevsk, Russia",Oil and gas,Matvey Yozhikov (Majority shareholder) Rustam Minnikhanov (Chairman) Nail Maganov (CEO),$2.7 billion (2021),"60,000 (2019)",$3.49 billion (2021),,,PetroleumNatural gasPetrochemicals,$17.2 billion (2021),,$20.4 billion (2021),$12.8 billion (2021),MCX: TATN (ordinary shares) MCX: TATNP (preferred shares)LSE: ATAD (ADRs),www.tatneft.ru
Premier Oil,https://en.wikipedia.org/wiki/Premier_Oil,,Public,1934,,"London, UK",Oil,"Roy Franklin, (Chairman)Anthony R. C. Durrant, (CEO)",$164.3 million (2019),,$455.0 million (2019),,,,"$1,584.7 million (2019)",,,,LSE: PMO,www.premier-oil.com
Proton Holdings,https://en.wikipedia.org/wiki/Proton_Holdings,Mainly Malaysia See Overseas Operations for the company's overseas presence,Joint venture,7 May 1983; 42 years ago (7 May 1983),Mahathir Mohamad,"Shah Alam, Selangor, Malaysia",Automotive,Tan Sri Syed Faisal Albar (chairman)Dr. Li Chunrong (CEO)Dato' Abdul Rashid Musa (deputy CEO),,"12,000",,,,Automobiles,RM8.0 billion (2020),Proton R3,,,,proton.com
"Providence, Rhode Island","https://en.wikipedia.org/wiki/Providence,_Rhode_Island",,,,,,,,,,,,,,,,,,,providenceri.gov
Rockhopper Exploration,https://en.wikipedia.org/wiki/Rockhopper_Exploration,Falkland Islands,Public limited company,2004,,"Salisbury, Wiltshire, United Kingdom",Oil and gas industry,Pierre Jungels CBE(Chairman)Sam MoodyCEO,-$87.2m (2010),13,,,,,,,,,AIM: RKH,www.rockhopperexploration.co.uk
Rosneft,https://en.wikipedia.org/wiki/Rosneft,Russia,PJSC,1993; 32 years ago (1993),,"Moscow, Russia",Petroleum,Mohammed Saleh Al Sada (chairman)Igor Sechin (CEO),$10.11 billion (2022),"334,600 (2019)",$19.30 billion (2022),Rosneftegaz + subsidiaries (70%) (19.76%) QIA (18.46%) (2021),,PetroleumNatural gasMotor fuelsPetrochemicals,$93.57 billion (2022),Nayara Energy (49.13%),$223 billion (2021),$88.1 billion (2021),MCX: ROSNLSE: ROSN,rosneft.com
Milieudefensie v Royal Dutch Shell,https://en.wikipedia.org/wiki/Milieudefensie_v_Royal_Dutch_Shell,,,,,,,,,,,,,,,,,,,
San Leon Energy,https://en.wikipedia.org/wiki/San_Leon_Energy,,Public,1995 (1995),,"Dublin, Ireland",Oil and gas industry,"Oisin Fanning, Executive ChairmanPaul Sullivan, Managing DirectorJohn Buggenhagen, Exploration DirectorJeremy Boak, Non-executive DirectorDaniel Martin, Non-executive DirectorRay King, Company Secretary","€3,976,375 (2010) €5,520,726 (2009)",,"€2,569,950 (2010) €5,077,322 (2009)",,,Crude oilNatural gas,"€592,047 (2010)",,"€148,717,094 (2010) €39,239,472 (2009)","€121,226,592 (2010) €33,033,389 (2009)",AIM: SLE,www.sanleonenergy.com
Savannah Tarka Wind Power Station,https://en.wikipedia.org/wiki/Savannah_Tarka_Wind_Power_Station,,,,,,,,,,,Savannah Energy,,,,,,,,
Phoenix Television,https://en.wikipedia.org/wiki/Phoenix_Television,,Public; State-owned enterprise,31 March 1996; 29 years ago (1996-03-31),,"Shenzhen, Guangdong, ChinaTai Po, Hong Kong",Broadcasting,"Liu Changle (Founder; former chairman and chief executive officer),Chui Keung (Deputy chief executive officer, Chief Compliance Officer),Liu Shuang (Chief Operating Officer of Phoenix Satellite TV, CEO of Phoenix New Media)",,,,,Bauhinia Culture,"Television content, Television programming",,,,,SEHK: 2008NYSE: FENG,www.ifeng.com
Sterling & Wilson,https://en.wikipedia.org/wiki/Sterling_%26_Wilson,Worldwide,Private,1927,,,"Engineering, Procurement, and Construction (EPC)","Khurshed Daruvala (Chairman, SWREL)",,,,,,,,,,,,www.sterlingandwilson.com
Total Linhas Aéreas,https://en.wikipedia.org/wiki/Total_Linhas_A%C3%A9reas,,,1988; 37 years ago (1988),,"Curitiba, Brazil",,Paulo Almada Junior (CEO) Ademir Knop (President),,,,,,,,,,,,www.voetotal.com.br
Tullow Oil,https://en.wikipedia.org/wiki/Tullow_Oil,,Public limited company,"1985 in Tullow, Ireland",,"London, United Kingdom",Oil and gas exploration,"Rahul Dhir, (CEO) (from July 2020) Dorothy Thompson (Chairman)",$(109.6) million (2023),,$295.9 million (2023),,,Oil and gas,"$1,634.1 million (2023)",,,,LSE: TLW,www.tullowoil.com
UK Oil and Gas,https://en.wikipedia.org/wiki/UK_Oil_and_Gas,,,2000 (Wellingborough),,"Wellingborough, United Kingdom",Oil and Gas Exploration and Production,Stephen Sanderson (Executive Chairman and CEO) Matt Cartwright (Chief Operating Officer) Kiran Morzaria (Finance Director) Allen D Howard (Non-Executive Director),,,,,,,£0.21 million (2017),,,,AIM: UKOG,
Vaalco Energy,https://en.wikipedia.org/wiki/Vaalco_Energy,,Public company,1985; 40 years ago (1985),,"Houston, Texas, United States",Petroleum industry,"George W.M. Maxwell, CEOAndrew L. Fawthrop, ChairmanRon Bain, CFO",$81 million (2021),"117, including 80 in Gabon (2021)",,,,Petroleum,$199 million (2021),,$263 million (2021),$144 million (2021),NYSE: EGYRussell Microcap Index component,www.vaalco.com
Gas and Fuel Corporation of Victoria,https://en.wikipedia.org/wiki/Gas_and_Fuel_Corporation_of_Victoria,,,,,,,,,,,,,,,,,,,
Wentworth Military Academy and College,https://en.wikipedia.org/wiki/Wentworth_Military_Academy_and_College,,Private military high school & junior college,,Stephen G. Wentworth,,,,,,,,,,,,,,,
John Wood Group,https://en.wikipedia.org/wiki/John_Wood_Group,,Public,1982; 43 years ago (1982),Ian Wood,"Aberdeen, Scotland, UK",Energy and Materials,Roy Franklin (Chairman)Ken Gilmartin (Chief Executive),"US$(2,772.3) million (2024)","35,000 (2025)",US$8.1 million (2024),,,Engineering and consulting,"US$5,489.5 million (2024)",,,,LSE: WG.,www.woodplc.com
Ares Management,https://en.wikipedia.org/wiki/Ares_Management,,Public,1997; 28 years ago (1997),"Antony Ressler, John Kissick, Michael Arougheti, David Kaplan, and Bennett Rosenthal","Los Angeles, California, U.S.",Asset Management,,US$441 million (2024),"approx. 4,200 (November 2025)",US$946 million (2024),,,,US$3.885 billion (2024),,US$24.884 billion (2024),US$6.824 billion (2024),NYSE: ARES (Class A)S&P 500 component,www.aresmgmt.comwww.arescapitalcorp.comwww.arescre.comwww.arespublicfunds.com
China Coal Energy,https://en.wikipedia.org/wiki/China_Coal_Energy,China,Public,2006,,"Beijing, China",Coal mining,Wang An (Chairman),,,,,China National Coal Group (58.36%),Coal,,,,,SSE: 601898 (A share)SEHK: 1898 (H share),chinacoalenergy.com
China Power Clean Energy Development,https://en.wikipedia.org/wiki/China_Power_Clean_Energy_Development,,,2006 in Bermuda (legal domicile),,"Hong Kong, China","Electricity, renewable energy",Wang Binghua (Chairman)Wang Zhongtang (CEO),,,,,State Power Investment Corporation,Electric power,,,,,SEHK: 735,www.cpne.com.hk
Xinjiang Guanghui Industry Investment Group,https://en.wikipedia.org/wiki/Xinjiang_Guanghui_Industry_Investment_Group,,Public company,2 May 1989; 36 years ago (1989-05-02),Sun Guangxin,"Ürümqi, China","Natural gas, oil, coal",Xiao Yong Wu (Chairman)Fa Xian Lin (General Manager),US$5 billion,"108,000",US$24.30 billion,,,,,Xinjiang Guanghui Real Estate Development CompanyChina Grand Automotive ServicesGuanghui Energy,,,,en.guanghui.com
Shenhua Group,https://en.wikipedia.org/wiki/Shenhua_Group,China,State-owned enterprise,1995 (1995),,"Beijing, China",Energy,Chairman: Zhang Yuzhuo,,"~210,000",,Chinese Central Government,SASAC,"Coal, electricity, transportation (rail and ocean), polyethylene, polypropylene",,China Shenhua Energy,,,,shenhuagroup.com.cn
CITIC Resources,https://en.wikipedia.org/wiki/CITIC_Resources,People's Republic of China and international,State-owned enterprise (Red chip),1997,,"Hong Kong, People's Republic of China",Natural resources,Mi Zengxin (Chairman),,,,,CITIC Group,,,,,,SEHK: 1205,resources.citic
CNOOC Building,https://en.wikipedia.org/wiki/CNOOC_Building,,Corporate headquarters,,,,,,,,,,,,,,,,,
Kulczyk Investments,https://en.wikipedia.org/wiki/Kulczyk_Investments,"Europe, North America, Africa, Middle East, Asia",Private,Luxembourg (2007 (2007)),Jan Kulczyk,Luxembourg,Investment,"Sebastian Kulczyk, CEO Dominik Libicki, COO Mariusz Nowak, CFO Łukasz Rędziniak, board member, Jarosław Sroka, board member",,,,,,,,Kulczyk Holding,,,,www.kulczykinvestments.com
Green Party of Canada,https://en.wikipedia.org/wiki/Green_Party_of_Canada,,,4 November 1983; 42 years ago (1983-11-04),,"116 Albert StreetSuite 812Ottawa, Ontario",,,,,,,,,,,,,,
Hidili Industry International Development Limited,https://en.wikipedia.org/wiki/Hidili_Industry_International_Development_Limited,People's Republic of China,Privately held company,2000,Mr. Xian Yang,"Panzhihua, Sichuan, People's Republic of China",Coal mining,Chairman: Mr. Xian Yang,,,,,,"Coal, coke, coal-related chemicals",,,,,,Hidili Industry International Development Limited
Kinetic Engineering Limited,https://en.wikipedia.org/wiki/Kinetic_Engineering_Limited,,,1972 (1972),H. K. Firodia,"Pune, India",Automotive,Arun Firodia (chairperson)Ajinkya Firodia (Managing Director)Sulajja Firodia Motwani (vice-chair),,,,,Firodia Group,Kinetic Luna,,Kinetic Honda,,,BSE: 500240,kineticindia.com
Nan Nan Resources,https://en.wikipedia.org/wiki/Nan_Nan_Resources,,public,1984; 41 years ago (1984) in Hong Kong,Ip Yiu Tung,"Admiralty Centre Tower Two, 18 Harcourt Road, Admiralty, Hong Kong",CoalInformation technologyPetroleumRenewable energy,Kwan Man Fai (Chairman and Managing director)Wong Sze Wai (Executive director)Li Chun Fung (Executive director),,136 (2024),,,,,,Harbour Group Holdings LimitedMulei County Kai Yuan Coal Company LimitedNEFIN Leasing Technologies Limited,,,SEHK: 1229,nannanlisted.com
PetroChina,https://en.wikipedia.org/wiki/PetroChina,Worldwide with primary markets in China,State owned enterprise,5 November 1999; 26 years ago (1999-11-05),,"Dongcheng District, Beijing China",Oil and gas,Zhou Jiping (chairman)Wang Dongjin (CEO),"CN¥36,793 million (2017)","506,000 (2019)","CN¥67,722 million (2017)",,China National Petroleum Corporation,"Fuels, lubricants, natural gas, petrochemicals",US$297 Billion (2020),Singapore Petroleum Company,"CN¥2,404,612 million (2017)","CN¥1,381,319 million (2017)",SSE: 601857SEHK: 857Hang Seng Index component,petrochina.com.cn
Turquoise Hill Resources,https://en.wikipedia.org/wiki/Turquoise_Hill_Resources,,Subsidiary,1994,"Robert Friedland (ownership at 15.5%,was 18.2% bef.Jan.27 rights offering)","Montreal, Quebec, Canada",Mining & Exploration,"John Macken, President Kay Priestly, CEO Christopher Bateman CFO",US$(570.37) mil (2011),,,,Rio Tinto Group,"Gold, Copper, Uranium, CoalMolybdenum, Rhenium",US$179.05 million (2011)124%,,"$6,136.83 million (Dec12)91%",$1.716 billion (July20),TSX: TRQ (2012–2022)Nasdaq: TRQ (2013–2020)NYSE: TRQ (2013–2022),www.turquoisehill.com
