title,release_year,artists,genres,region
Preambulo,2003.0,Microphonk,Hip Hop,Mexico
Charlie Hustle: The Blueprint Of A Self-Made Millionaire (The Motion Picture And Album),1999.0,E-40; Charlie Hustle,Hip Hop,Europe
Forgotten Freshness Volumes 1 & 2,1998.0,Insane Clown Posse,Hip Hop,UK
Music From And Inspired By Get Rich Or Die Tryin' The Motion Picture,2005.0,Various,Hip Hop,US
Drilla,2021.0,Luciano (38),Hip Hop,Germany
2051,2013.0,Smack (18),Hip Hop,US
Eigen Makelij Mixtape Volume 4 (EMIV) - Bon Vivant,2012.0,Various,Hip Hop,Belgium
12 Bit Spit,2017.0,Jazz Spastiks,Hip Hop,UK
The Muzapper's Remixes,1998.0,Latyrx,Hip Hop,US
Spectrum (Split Tape),2019.0,Drips Zacheer; Al Hubard,Hip Hop,Greece
Jdou Po Mně,2007.0,Dysmusax (2); Apoka; Moja Reč; Parcel,Hip Hop,Czech Republic
Wildin' Out,,Nabahood Nusance,Hip Hop,US
I Can't Stop,2000.0,Skee-Lo,Hip Hop,US
Radio Sampler,1997.0,Quarter & 1/2,Hip Hop,US
G.W.A. (Globalthuggin Wit A Attitude) Volume 1,2013.0,Globalthugz,Hip Hop,US
Come Up / If,1999.0,Castro The Connect,Hip Hop,US
Das Album,1997.0,Der Wolf,Hip Hop,Germany
Operation Warface,2005.0,Dom Pachino,Hip Hop,US
Ching A Ling,2008.0,Missy Elliott; Jay-Z,Hip Hop,USA & Europe
Onedreamylife,2009.0,Kanfuze,Hip Hop,Israel
Bloody Murda,2013.0,Murdaface Tha Butcher,Hip Hop,US
Cosmic Layers feat. Verbz,2021.0,PassDAT,Hip Hop,Germany
Double Vision,2021.0,White-B,Hip Hop,Canada
"Play It Again, Shan",1990.0,MC Shan,Hip Hop,UK & Europe
Matière Noire (Le Chemin Des Choses Brillantes),2015.0,Riski (2),Hip Hop,France
Whip It,1982.0,Treacherous Three,Hip Hop,US
Our House,1992.0,Our House (2),Hip Hop,Germany
 Nikad Satisfied,2019.0,Elon (5),Hip Hop,Serbia
Shifty LP,2015.0,Bugseed,Hip Hop,Japan
Krvavé Plamene,2001.0,Crazy Brothers (2),Hip Hop,Slovakia
On My Side,2013.0,Bankai Fam,Hip Hop,France
Patek,2020.0,Pluto (59); Baby Pluto,Hip Hop,US
The Konnectid Project Snippets,2000.0,Suga Free; Mausberg; DJ Quik,Hip Hop,US
Volume Four,2001.0,Greasekydz,Hip Hop,US
Where's Dat Work At? / Everyday,2003.0,Mr. Serv-On; Da Hood (3),Hip Hop,US
Numerica EP,2009.0,Exigh,Hip Hop,US
Games / Tear Shit Up,2003.0,Biz Markie,Hip Hop,Germany
Kurtis Blow,1980.0,Kurtis Blow,Hip Hop,Germany
L'Invincible Armada,1997.0,Mysta.D,Hip Hop,France
#Tha Gift,,Macdeviasi,Hip Hop,US
Le Discotheque Martyrdom,2010.0,The Bastard Sunz,Hip Hop,UK
Hold It Down,1995.0,Das EFX,Hip Hop,Taiwan
Pähkinöiks Feat. Matti8,2018.0,Rowine,Hip Hop,
Tales From The Hood Vol. II,2013.0,Various,Hip Hop,
S.D.E.,2000.0,Cam'ron,Hip Hop,Europe
Sacula,2019.0,Wilywnka,Hip Hop,Japan
Blockwork Morgue,2024.0,Blaze Ya Dead Homie; Bukshot,Hip Hop,US
Mitt Sjunde Sinne,2006.0,Petter; DJ Large,Hip Hop,Sweden
Tra La La,2010.0,Teen Heart Throbs,Hip Hop,US
Mudguardian Developments,2016.0,Torky Tork; Ghanaian Stallion,Hip Hop,Germany
Shoot The Moon,2011.0,Boom Vox,Hip Hop,US
Rap-A-City,2007.0,Chief Rokka,Hip Hop,Japan
Get Yours,,L.A. Lyrical Assassin,Hip Hop,US
Classic Party Rockers Vol. 43 - The M&M Edition,,Eminem,Hip Hop,US
Rat Pac,2014.0,Dos Rats,Hip Hop,US
They Don't Know,2000.0,The N.E.W.S; P Dap; Piazo,Hip Hop,US
Special Bonus Disc 20151230 Battle Beats,2016.0,Olive Oil; Bugseed; DJ Mayaku; Punpee,Hip Hop,Japan
Everywhere I Go,2003.0,Brotha Lynch Hung,Hip Hop,US
Tell Me This (G-5) - (Tha Remix),2007.0,Huey (2),Hip Hop,US
Da Bootleg Vol 1,2010.0,Damu,Hip Hop,US
Lee Harvey Oswald,,Lee Harvey Oswald (5),Hip Hop,US
Turn Up,2020.0,Philthy Rich,Hip Hop,US
Keep It Real,2022.0,French Montana; EST Gee; Harry Fraud,Hip Hop,Worldwide
Soon Come Soon,2014.0,Young Fathers,Hip Hop,US
Der Charismatische Glatzkopf,2011.0,Nutrion,Hip Hop,Germany
1491 B/w Breathe,,Navy Blue (5),Hip Hop,
激闘!ラップ甲子園 Original Battle Beat Vol.2,2022.0,Illrain,Hip Hop,Japan
Undeniable Demandin Respect,2005.0,Cleazy (2),Hip Hop,US
Ne Doare La Bass.K.,1998.0,Vineri 13,Hip Hop,Romania
Gangster Chronicle,,London Posse,Hip Hop,UK
Ice Cold,,Mista Freez,Hip Hop,US
We Got The Funk,1988.0,Lakim Shabazz,Hip Hop,US
Grinalski,2023.0,Δημήτρης Σταμίρης,Hip Hop,Greece
Insights And Entertainment,2001.0,R.P.M. (9),Hip Hop,US
Texas Niggaz & Ese's Clicka Vol. 1 (Screwed & Chopped Version),2000.0,Niggaz & Ese's Clicka,Hip Hop,US
Love,2023.0,Banches,Hip Hop,
Brad Strut Archives,2022.0,Brad Strut,Hip Hop,Australia
Happily Disturbed,2022.0,Moka Only,Hip Hop,Canada
Blockbusta,2023.0,Busta Rhymes,Hip Hop,Europe
6 Minutes (Dungeon Family It's On),2023.0,Dungeon Family,Hip Hop,Worldwide
דג לייף,2024.0,Hadag Nahash,Hip Hop,Israel
Self Defense,1999.0,JR Ewing (2),Hip Hop,France
Pop Lockin',2000.0,Silkk The Shocker; Snoop Dogg,Hip Hop,US
Loud Pack From Italy ,2022.0,Jay Nice; Comma Uno; Emme The 3rd,Hip Hop,Italy
Quarter Chicken ,2004.0,L-Shaun,Hip Hop,US
An Introduction To Uncle Kracker,2018.0,Uncle Kracker,Hip Hop,US
Promotional CD,2003.0,Hard Nard; Sixx-4,Hip Hop,US
Predstava Počinje,2014.0,Fil Tilen,Hip Hop,Croatia
QN5 Rmx No.1,2005.0,Tonedeff,Hip Hop,US
Krav Maga,2009.0,La Fouine,Hip Hop,France
"Music, Money & Enemies",2005.0,Hornz And Halos,Hip Hop,US
Arts & Entertainment,2009.0,Masta Ace; Ed O.G,Hip Hop,US
"Big Paulie Presents: Kleen Cut - ""No. 1 Draft Pick""",2003.0,Kleen Cut,Hip Hop,Norway
Again / Snakes,2004.0,DJ Serious,Hip Hop,Canada
Tu Me Plais,1998.0,Def Bond & K.Reen,Hip Hop,Canada
Whoa (Remix),,Black Rob; Da Brat; Beanie Sigel; G-Dep; Rah Digga; Lil' Cease,Hip Hop,US
特に考え変わってなEP,2012.0,Haiiro De Rossi,Hip Hop,Japan
Voyage En Sac À Dos,2018.0,Melfiano,Hip Hop,Belgium
Journeymen Cashier,2002.0,Nick Andre; Marty McFly,Hip Hop,US
Once My Sh**,2000.0,Sam Salter,Hip Hop,US
Crash Landing,2023.0,UFO FEV; M. Stacks,Hip Hop,UK
Poe Little Rich Girl,2004.0,Jacki-O,Hip Hop,Europe
Your Ugly,1987.0,Velore & Double-O,Hip Hop,US
"This, That, And The Third",2023.0,Park-Like Setting,Hip Hop,Canada
Luck Of Lucien / Butter (Remixes),,A Tribe Called Quest,Hip Hop,Worldwide
All The Way,2008.0,Craig David; Bonnie Pink,Hip Hop,Japan
The Terror Wheel,2000.0,Insane Clown Posse,Hip Hop,US
Mizik Vinn Chachem,2023.0,SkyTalks,Hip Hop,Worldwide
Unity (Purity Deluxe),2022.0,Goodmoodgoku,Hip Hop,Japan
Whatup2daHood,2004.0,Thugged Out,Hip Hop,US
Stay,1998.0,Mica Paris,Hip Hop,Europe
Egyszer Eltűnök,2017.0,Razo; C2SH,Hip Hop,Hungary
Fantasmagorie,2024.0,Jacuś,Hip Hop,Poland
Put That Pussy On Me,2005.0,Spank Rock,Hip Hop,US
Operation: Doomsday,2024.0,MF Doom,Hip Hop,US
Weight Of Words,2016.0,Mass Of Man,Hip Hop,US
Blood And Guts,2013.0,Dmize (2),Hip Hop,US
Moderne Manieren,2023.0,De Jeugd Van Tegenwoordig (2),Hip Hop,Netherlands
Ripped Reloaded,2008.0,Dim (11); T.R. Classic,Hip Hop,Germany
Colour Point,2015.0,Simiah,Hip Hop,UK
Cake & Ice Cream,2008.0,Messy Marv,Hip Hop,US
Fronte del porto,2022.0,Boli De,Hip Hop,Italy
Revival,2008.0,Bizzy Bone,Hip Hop,US
Mate Ca / Le Désert,1998.0,Shivazz,Hip Hop,France
Venster Op De Wereld,2014.0,Froze,Hip Hop,Belgium
Rap Star (All I Ever Wanted) / Ya Feel Me,2000.0,Hangmen 3,Hip Hop,US
I Just Want It All,2019.0,Tommy Ice,Hip Hop,
Kool Mellow,1990.0,Kool Mellow,Hip Hop,US
Request Line,2000.0,Black Eyed Peas; Macy Gray,Hip Hop,Europe
Everything Is...,2024.0,GUTTR,Hip Hop,US
Ulven Kommer !!,1997.0,Humleridderne,Hip Hop,Denmark
ColdHearted,2020.0,D Boi (3); DJ Cassius Cain,Hip Hop,US
Got'em Hatin,2009.0,Slick Stunna; Young Tweez,Hip Hop,US
EPK,2000.0,Kandi,Hip Hop,US
Money 2 Make,,Money Marc (2); Roposul,Hip Hop,US
Self-Destruction,1989.0,The Stop The Violence Movement,Hip Hop,Germany
Goldyn Chyld,2002.0,Ras Kass,Hip Hop,US
Check The Flow / Relax Your Mind,2009.0,L.,Hip Hop,Japan
Black-N-Mild,2020.0,Kinship,Hip Hop,Belgium
Ridin' Big,2003.0,Pastor Troy,Hip Hop,US
The Album,2009.0,Seaciety,Hip Hop,US
13O3,2022.0,Hulio (2),Hip Hop,
M.O.S.T (Minister Of Severe Torture),2021.0,Skanks,Hip Hop,US
Lost City,2009.0,Reef The Lost Cauze,Hip Hop,US
The Reason Why,2024.0,Ball Brothers; BJones,Hip Hop,Worldwide
I Was A King,1992.0,Eddie Murphy,Hip Hop,France
Madvillainy 2: The Madlib Remix,2012.0,Madvillain,Hip Hop,US
Sommergewitter,2021.0,Pashanim,Hip Hop,
Who Am I,2019.0,Marcus Money,Hip Hop,US
Fight,2024.0,D3CO,Hip Hop,
Planete Rap 2021,2021.0,Various,Hip Hop,France
The Show Goes On / Words I Never Said,2011.0,Lupe Fiasco,Hip Hop,US
Office,2024.0,Koky (2),Hip Hop,Czech Republic
Back To The Bone,2022.0,Bone Thugs-N-Harmony,Hip Hop,Japan
Self-Taught,2007.0,Dr. Syntax (2),Hip Hop,UK
CrazySexyCool,1994.0,TLC,Hip Hop,Australasia
Don't Mess With My Man,2002.0,Nivea; Jagged Edge (2),Hip Hop,UK
Ridin Dirty Remix,2004.0,808,Hip Hop,US
Stack Some More / Welcome 2 My World / Love You Down,1996.0,Undasett; 4Mat (3),Hip Hop,US
Shit On You / I Remember (Dedication To Whitey Ford),2000.0,D12; Eminem,Hip Hop,Europe
Boss,2018.0,Little Simz,Hip Hop,
Dymy,1999.0,Amunicja,Hip Hop,Poland
White Lines (Don't Don't Do It),1983.0,Grandmaster Flash & Melle Mel,Hip Hop,Ireland
DOA,2019.0,Ericdoa,Hip Hop,Worldwide
Κάτι για τον δρόμο,2017.0,Dexon (2),Hip Hop,Greece
Of Mystics & Misfits,2014.0,Murkage,Hip Hop,UK & Europe
Mask On,2020.0,Miyachi (3),Hip Hop,Japan
Tra Oggi E Domani,1999.0,Royal Minutz,Hip Hop,Italy
In Different Ways,2002.0,Stingee,Hip Hop,US
Kold As Ice,2020.0,Slim Jesus (2),Hip Hop,US
Or Gris,2004.0,Mission 101,Hip Hop,France
Legend Hotel,2025.0,Lil' Keke,Hip Hop,Worldwide
Heavy,2021.0,Show Divine,Hip Hop,Worldwide
Scheiss Auf Die Hookline II,2008.0,Die Firma,Hip Hop,Germany
Gnoy,2011.0,The Chemodan,Hip Hop,Russia
Excursions 1a,2016.0,Scholarman,Hip Hop,US
"Beats, Rhymes And Life",,A Tribe Called Quest,Hip Hop,
Θάλασσα ,2018.0,Στίχοιμα,Hip Hop,Greece
Just A Dream,2010.0,Nelly,Hip Hop,
Kshama,2024.0,Seedhe Maut,Hip Hop,India
Imouto's Not Hot,2017.0,stepic,Hip Hop,
I Get Even,2013.0,Mickey Avalon,Hip Hop,USA & Canada
1999,2016.0,Nine,Hip Hop,Europe
Before God And Time,2006.0,Nubs (3),Hip Hop,Canada
Leben,2020.0,NGEE,Hip Hop,Germany
They Reminisce Over You (T.R.O.Y.),2003.0,Pete Rock & C.L. Smooth,Hip Hop,Germany
The Christening 6,2023.0,Ron Browz,Hip Hop,Worldwide
Bars On Deck Volume One,2010.0,Street Hop Renzo,Hip Hop,US
M.O.B. Members Of Byrdgang 2,2008.0,Jim Jones (2),Hip Hop,UK
Kinder Hour / News Paper Push Man,1985.0,Yla-Mago,Hip Hop,Japan
Hoogachtend,2007.0,Neger R de Vries,Hip Hop,Netherlands
Day Of Atonement,2007.0,Esen,Hip Hop,US
Non Stopping - Hip Hopping (It's Impossible),1986.0,Moods Dub Crew; Special Ice,Hip Hop,US
Politricks / Treason,2005.0,Akir,Hip Hop,US
Street Credit,2001.0,Mista Sinista,Hip Hop,US
Untouchable,1988.0,EZB & DJ Los,Hip Hop,US
Two Syllables EP Vol 3,2008.0,Various,Hip Hop,UK
Boy,2018.0,E-40; B-Legit,Hip Hop,
Non Fiction,2000.0,Mausberg,Hip Hop,US
Hit The Floor,2005.0,Twista,Hip Hop,US
The Beginning / It's Time To Get Saved,1986.0,New Testament (3),Hip Hop,US
Unleash Your Love,1993.0,Dodge City Productions,Hip Hop,Europe
E1 Music Volume 12,2010.0,Various,Hip Hop,US
Get Movin',,G Man Jones,Hip Hop,
Soarele Nopţii,2011.0,Rappa (5),Hip Hop,Romania
For The Money (Remix) / K.A.O.S.S. (Greeks In Effect Pt. 2),1988.0,True Mathematics,Hip Hop,US
Enjoy Yourself,1999.0,A+,Hip Hop,Japan
Iris,2012.0,Red_B.,Hip Hop,Russia
Zach Lavine,2018.0,RICHIE PE$O,Hip Hop,"USA, Canada & Europe"
Heavy Metal,2019.0,Cor Veleno,Hip Hop,Italy
Unfinished Business (Original Soundtrack),2020.0,BLVTH,Hip Hop,Germany
A Loop Soundtrack - The Best Of Loop,2006.0,Various,Hip Hop,Portugal
Ju And Me,2023.0,King Scarz,Hip Hop,US
Ran Out Of Gucci (Remix),2019.0,JJ Loves Some Gru,Hip Hop,
Out Of One... Speaks Many,1999.0,Te'don,Hip Hop,US
Best Of Tokona-X,2009.0,DJ Ryow (2),Hip Hop,Japan
Latino Vinyl Associate presents Latino Elemental Vol. 2,2004.0,Various,Hip Hop,Japan
James Kelly,2010.0,LMNO (2),Hip Hop,US
Disciples Of The 36 Chambers: Chapter 1,2004.0,Wu-Tang Clan,Hip Hop,US
De Invalbeurt,2017.0,Pjotr (6),Hip Hop,Netherlands
H-Town Underworld Volume 1,2002.0,Various,Hip Hop,US
Louder Than A Bomb,1992.0,Public Enemy,Hip Hop,Europe
DEFINITION OF ILL. [SINGLE],2017.0,Your best friend Jippy,Hip Hop,Australia
Hey Now (Mean Muggin),2004.0,Xzibit,Hip Hop,Australia
Built 2 Last,,J-Mark,Hip Hop,US
Back On Da Block,2013.0,Drive-By,Hip Hop,US
Bons Times Bad Times,2023.0,Miro Chino,Hip Hop,Canada
Bex Mix,2008.0,Dr. Becket,Hip Hop,US
The Jazz City Workshop,1956.0,The Jazz City Workshop,Jazz,UK
Thick In The South (Soul Gestures In Southern Blue Vol. 1),1991.0,Wynton Marsalis,Jazz,US
Open Sky,1973.0,Open Sky,Jazz,US
Love & Happiness (Extended Dance Remix),1984.0,David Sanborn,Jazz,Germany
Music To Change Her Mind,,Jackie Gleason,Jazz,UK & US
Rest At Worlds End,2008.0,Humcrush,Jazz,Norway
Unreleased ,2018.0,Sounds Of Liberation,Jazz,US
Med Orkan I Kastene,2001.0,Drøbak Båtforenings Cabinorketser,Jazz,Norway
From A Cool Perspective,2002.0,Lester Young,Jazz,UK & Europe
Lupin The Third Jazz At Blue Note Tokyo 2022.2.26 ,2024.0,Yuji Ohno Trio,Jazz,Japan
Ev'ry Time My Heart Beats / My Lips Want Kisses,1932.0,Ted Black And His Orchestra,Jazz,US
e a música de Duke Ellington Vol. 2,,Ella Fitzgerald,Jazz,Brazil
Charlie Parker With Strings,1951.0,Charlie Parker With Strings,Jazz,US
Waking Dreams,2011.0,Chris Dingman,Jazz,US
Legrand Jazz,1959.0,Michel Legrand,Jazz,UK
Little Rockin' Deacon / Dinah,1958.0,Plas Johnson And His Orchestra,Jazz,UK
The Sounds Of Jazz: The Best Of Jazz Singers,2001.0,Various,Jazz,Canada
In Concert,1982.0,Ahmad Jamal; Gary Burton,Jazz,UK
The Best Of Count Basie,,Count Basie Orchestra,Jazz,Netherlands
Smoke Rings,1976.0,Thore Swanerud,Jazz,Sweden
Dream Sequence,2025.0,Juraj Stanik Trio,Jazz,Netherlands
Till The Music Begins ,1974.0,Chester Baynes,Jazz,South Africa
E.C.H.O.E.S.,2009.0,Christophe Leloil,Jazz,France
Thirty Three,2008.0,Red Square,Jazz,UK
Just For Now,,The Dave McMurdo Jazz Orchestra,Jazz,Canada
Ornithology - Trio Performances From Birdland: 1953,,Bud Powell,Jazz,Italy
Star Dust / Keepin' Out Of Mischief Now,,Fats Waller,Jazz,Australia
Porgy & Bess,,Ella Fitzgerald; Louis Armstrong,Jazz,Italy
Liesu,2022.0,OK:KO,Jazz,Finland
Comma / Nathaniel Black And The Wisconsin Magic,2003.0,Chris Schlarb Quintet; Nathaniel Frank And The Wisconsin Magic,Jazz,US
I Should Care,1948.0,Kenny Hagood; The Thelonious Monk Quartet,Jazz,US
Phase I,1996.0,Grainger (2),Jazz,US
Morgen / Eine Nacht In Monte Carlo,,Billy Vaughn And His Orchestra,Jazz,Germany
La Danza Di Matisse,1999.0,Max De Aloe,Jazz,Italy
"The Distant War Drum, Ever Nearing ",2020.0,Vinnie Paternostro; Michel Kristof,Jazz,USA & Europe
The Great Summit | Complete Sessions,2000.0,Louis Armstrong; Duke Ellington,Jazz,US
Piano Solos  - Edmund Hall Quartet With Teddy Wilson,1989.0,Teddy Wilson,Jazz,US
Artie Shaw,1958.0,Artie Shaw,Jazz,US
"Live At 八王子アローン Sep.3, 1977",2015.0,Abe Kaoru; Keizo Inoue; Tatsuya Nakamura (2),Jazz,Japan
В Вечерний Час,1991.0,Various,Jazz,USSR
Plays Benny Carter - Kansas City Suite,1980.0,Count Basie,Jazz,UK
Jazz Giant,1986.0,Bud Powell,Jazz,Japan
Zärtliche Music Aus Der Kleinen Bar,,Various,Jazz,Germany
Uptown Conversation,2012.0,Ron Carter,Jazz,Japan
"4, 5 And 6",1991.0,Jackie McLean,Jazz,US
Blues,1975.0,Randy Weston,Jazz,Japan
Lover Come Back To Me,,Ella Fitzgerald,Jazz,
Foggy Day And Business,2004.0,Holger Mantey,Jazz,Germany
But Beautiful / Larue,1957.0,Kenny Dorham,Jazz,US
This One For Pedro,2000.0,Jean-Louis Bompoint,Jazz,France
The Basin Street Six Playing Strictly Dixie,,Basin Street Six,Jazz,Canada
Live from the Latin Quarter,,Gato Barbieri,Jazz,
Parousia,1986.0,John Donaldson; Paul Contos,Jazz,US
I Remember Bebop - The Entire Recording Sessions Vol. 1,1990.0,Various,Jazz,Europe
Love's Been Good To Me / A Man Alone,1969.0,Frank Sinatra,Jazz,Venezuela
The Phenomenal Dukes Of Dixieland,1957.0,The Dukes Of Dixieland,Jazz,US
You Are My First Love,1956.0,Victor Silvester And His Ballroom Orchestra,Jazz,UK
Don't Play With Love,2018.0,The John L. Nelson Project,Jazz,US
Home Is Where The Music Is,2008.0,Hugh Masekela,Jazz,Europe
Classics In Jazz,1952.0,Woody Herman And His Orchestra,Jazz,UK
Manhattan Memories,1999.0,Al Haig,Jazz,Japan
Winter Weather / Clarinet Marmalade,1946.0,Fats Waller & His Rhythm,Jazz,Italy
Who Can See The Shadow Of The Sun,1972.0,The Chris Hinze Combination,Jazz,Netherlands
Bellavia,1975.0,Chuck Mangione,Jazz,US
A Perfect Match,1984.0,Ella Fitzgerald; Count Basie,Jazz,Japan
Now That You're Mine / Chasin' With Chase,,Lionel Hampton And His Sextet,Jazz,Canada
Small Stories,2006.0,Frank Kvinge,Jazz,Norway
I'll Be Hangin' Around,1953.0,Les Brown And His Band Of Renown,Jazz,US
That's For Me / Our Love Affair,1941.0,Tommy Dorsey And His Orchestra,Jazz,UK
Cream Colored Ponies,2017.0,Cream Colored Ponies,Jazz,Belgium
The Very Thought Of You,1985.0,Ken Mackintosh And His Orchestra,Jazz,UK
Sister Luna,2000.0,The Kelly Brand Nextet,Jazz,US
Aoyama Crows,2007.0,Die Like A Dog Quartet,Jazz,Germany
South (1926-1929),1991.0,Bennie Moten's Kansas City Orchestra,Jazz,Europe
Hoagy,2014.0,Chris Ingham Quartet,Jazz,UK
"3 - ""Rockin' In Rhythm"" (1929-1931)",,Duke Ellington,Jazz,France
The Rise Of Atlantis,2015.0,Carter Jefferson,Jazz,Japan
Live Concert - Music Made Famous By Glenn Miller,1967.0,Tex Beneke; Ray Eberle; The Modernaires; The Glenn Miller Orchestra,Jazz,Italy
The Best Of Larry Adler,1996.0,Larry Adler,Jazz,UK
111 Sullivan Street,2002.0,Yoshiaki Masuo,Jazz,Japan
Wynton,,Wynton Marsalis,Jazz,Switzerland
Bashin',,Jimmy Smith; Oliver Nelson,Jazz,Europe
Tuple,2013.0,VeNN Circles; Marek Brandt,Jazz,Poland
Live In Concert Vol 2,1985.0,Syd Lawrence And His Orchestra,Jazz,UK
Jazz Masters: 100 Years Of Swing,1997.0,Charlie Haden; Paul Motian; Geri Allen,Jazz,Ireland
Critical Mass,2007.0,Dave Holland Quintet,Jazz,Japan
Sense And Sensibility,2021.0,Lisa Rebecca Wulff,Jazz,Germany
"Rock Gently With Beethoven, Bach And Brahms",1973.0,Alan Moorhouse,Jazz,UK
The Metronome All-Star Bands,1988.0,Metronome All Stars,Jazz,US
Just For The Record,,The Jive Aces,Jazz,UK
So Far,2015.0,Eje Thelins Kvintett,Jazz,Germany
Jungle Drums / One Night Stand,,Artie Shaw And His Orchestra,Jazz,Australia
The Best Of Ragtime Vol.22,,Various,Jazz,France
Tiger Rag And All That Jazz,1960.0,Eddie Condon And His All-Stars,Jazz,US
Trinacria,,Roberto Occhipinti,Jazz,Canada
The Act Of Jazz,1960.0,John Mehegan; Dave Bailey; Ernie Furtado,Jazz,US
Duets,2003.0,Helen Merrill; Ron Carter,Jazz,Italy
Calico Sal,1950.0,Chuck Thomas And His Dixieland Band,Jazz,US
It's Uptown With The George Benson Quartet,2010.0,The George Benson Quartet,Jazz,Europe
Salutes Frank Sinatra An American Icon,2005.0,Kentucky Symphony Orchestra; James R. Cassidy; John Vincent (17),Jazz,US
Underneath It All,1989.0,Mitch Watkins,Jazz,Germany
There Is Only Love And Fear,2023.0,Bex Burch,Jazz,US
The Complete Village Vanguard Sessions,1995.0,Art Pepper,Jazz,US
Molène Saison II (6 Préludes Pour Piano),2013.0,Didier Squiban,Jazz,France
Quiet Now,1986.0,The Bill Evans Trio,Jazz,France
Ritmos De Art Van Damme,,Art Van Damme,Jazz,Brazil
Basie's Back In Town,1988.0,Count Basie Orchestra,Jazz,Japan
Lo Mejor De Roy Etzel,1977.0,Roy Etzel,Jazz,Spain
Incus Taps,2001.0,Derek Bailey,Jazz,US
Black Fire,2024.0,Andrew Hill,Jazz,Worldwide
Despite The Fire-Fighters' Efforts ...,1993.0,Aparis,Jazz,Germany
Further Explorations,2007.0,The Horace Silver Quintet,Jazz,US
Once I Loved Chapter One,2004.0,Irio De Paula; Fabrizio Bosso,Jazz,Italy
The Victory Parade Of Spotlight Bands Volume One,1974.0,Bobby Sherwood And His Orchestra,Jazz,Canada
I Just Love Jazz Piano!,1992.0,Hampton Hawes; Herbie Nichols; John Mehegan; Paul Smith (5),Jazz,Japan
Bossa Nova 30 Anos,1988.0,Various,Jazz,Brazil
House Of Spirit: Mirth,2011.0,Pheeroan Aklaff,Jazz,UK
'Round About Midnight,2005.0,Miles Davis,Jazz,Japan
Hot Coffee / Black Horse Stomp,1926.0,Five Musical Blackbirds,Jazz,US
The Best Of The Nat King Cole Trio,1998.0,The Nat King Cole Trio,Jazz,Europe
"The New Language Of Music, Vol. 1",2016.0,Serge Ermoll's Free Kata,Jazz,Australia
Flatjacks,1963.0,Willie Rodriguez Jazz Quartet,Jazz,US
Copenhagen / My Blue Heaven,1936.0,Art Shaw And His New Music,Jazz,US
"Jazz In Little Belgium, La Collection Robert Pernet",2003.0,Various,Jazz,Belgium
Jazz At It's Best,1959.0,Ken Colyer; Pat Hawes; Monty Sunshine; The Crane River Jazz Band; Christie Brothers Stompers,Jazz,UK
Leapin' And Lopin',1983.0,Sonny Clark,Jazz,Japan
Ode To The Living Tree,1995.0,African Love Supreme,Jazz,Japan
Turning Point,1982.0,Benny Golson,Jazz,US
Everything Under The Sun,,The Three Suns,Jazz,South Africa
Town Hall Concert,1962.0,Charles Mingus,Jazz,Canada
Danseur De Charleston / Petite Fleur,1978.0,Ambiance Cabaret,Jazz,France
Duets And Solos,1978.0,Martin Joseph; Eugenio Colombo,Jazz,Italy
Come Sunday,2004.0,Assif Tsahar; Tatsuya Nakatani,Jazz,US
Dolannes Mélodie,1975.0,Paul de Senneville; Olivier Toussaint,Jazz,Belgium
Old Folks,1998.0,"Walter Bishop, Jr.",Jazz,Japan
Dancing At The Roosevelt,,Jimmy Palmer And His Orchestra,Jazz,US
Friendly Persuasion,1965.0,Ray Conniff And His Orchestra & Chorus,Jazz,Italy
"Live At Aquanet Jazz Festival , Poznań 2016",2016.0,Dawid Kostka Quartet; Chico Freeman,Jazz,Poland
Royal Telephone / Lil' Liza Jane,1962.0,Papa Bue's Viking Jazz Band,Jazz,Germany
The Songlines Anthology,1996.0,Various,Jazz,Canada
Zona Acústica I,2003.0,Baldo Martinez,Jazz,Spain
Oh Papito = Daddy-O / Podria Aun Tenerte En Mis Brazos = May I Still Hold You,,Dinah Shore,Jazz,Argentina
My Kinda Swing,2002.0,Ernestine Anderson,Jazz,US
Bohemian Holiday,1992.0,Johnnie Spain,Jazz,UK
We See,1957.0,Frank Foster; Curly Russell; Art Blakey; Ray Copeland; Thelonious Monk,Jazz,Sweden
Canções Do Brasil,1999.0,Rich Perry; Harold Danko,Jazz,Denmark
Blue Rhythm / Sugar Foot Stomp,1939.0,Fletcher Henderson And His Orchestra,Jazz,US
Jazz Line Vol.1,,Jazz Group Du Radio Suisse Romande,Jazz,Switzerland
10. Amateur-Jazz-Festival,1960.0,Various,Jazz,Switzerland
Thelonious Alone In San Francisco,2006.0,Thelonious Monk,Jazz,Europe
Jutta Hipp With Zoot Sims,1957.0,Jutta Hipp; Zoot Sims,Jazz,US
Third Round,2010.0,Manu Katché,Jazz,Russia
Spirituals,1990.0,David Murray,Jazz,Japan
Solstice / Sound And Shadows,1977.0,Ralph Towner,Jazz,Canada
フィアレス・ムーヴメント,2024.0,Kamasi Washington,Jazz,Japan
Танцевальные Ритмы,1966.0,Зиновий Бинкин,Jazz,USSR
Waiheke Island Of Jazz 2001 The Highlights,2001.0,Various,Jazz,New Zealand
From The Ground Up ,2015.0,Hadar Noiberg,Jazz,US
Guitar Monsters,1978.0,Chet Atkins; Les Paul,Jazz,Canada
Locomotion,2007.0,Franco Ambrosetti & Michele Bozza Quintet,Jazz,Japan
Watch What Happens!,1990.0,Lena Horne; Gabor Szabo,Jazz,US
