Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
,,Industrials,,,,,,,,,,,,,,Xinyi Glass,https://en.wikipedia.org/wiki/Xinyi_Glass,China,Public company,1988,,Hong Kong,Glass manufacturing and sales,Chairman: Lee Yin Yee (李賢義) Vice Chairman: Tung Ching Bor CEO: Tan Sri Datuk TUNG Ching Sai,,"14,059",,,,,,,,,SEHK: 868Hang Seng Index component,www.xinyiglass.com
,,Consumer Discretionary,,,,,,,,,,,,,,Tuya Inc.,https://en.wikipedia.org/wiki/Tuya_Inc.,Worldwide,Public,"June 16, 2014; 11 years ago (2014-06-16) in Hangzhou, China",Xueji (Jerry) Wan,,,,,,,,,,US$302 million (2021)US$180 million (2020),,,,NYSE: TUYASEHK: 2391,tuya.com
,,Technology,,,,,,,,,,,,,,Institute of Genomics and Integrative Biology,https://en.wikipedia.org/wiki/Institute_of_Genomics_and_Integrative_Biology,,Government organization,,,,,,,,,,,,,,,,,www.igib.res.in
,,Technology,,,,,,,,,,,,,,Trip.com,https://en.wikipedia.org/wiki/Trip.com,Worldwide,,June 1999; 26 years ago (1999-06),,Singapore,Travel agency,,,,,,,,,,,,,
,,Health Care,,,,,,,,,,,,,,Ping An Good Doctor,https://en.wikipedia.org/wiki/Ping_An_Good_Doctor,,Public company,June 2014; 11 years ago (2014-06),,"Shanghai, China",,,,,,,Ping An Insurance,,,,,,SEHK: 1833,www.pagd.net
,,Real Estate,,,,,,,,,,,,,,Infinity Ward,https://en.wikipedia.org/wiki/Infinity_Ward,,Subsidiary,May 2002; 23 years ago (May 2002),Grant CollierJason WestVince Zampella,"Woodland Hills, Los Angeles, California, US",Video games,Mark Grigsby (co-studio head)Jack O'Hara (co-studio head)Daniel Nelson (CTO)Joel Emslie (art director),,250+ (2015),,,Activision (2003–present),Call of Duty series,,,,,,infinityward.com
,,Utilities,,,,,,,,,,,,,,Guangdong Investment,https://en.wikipedia.org/wiki/Guangdong_Investment,"mainland China, Hong Kong",public,5 January 1973 (1973-01-05) (predecessor)12 July 1988 (1988-07-12) (as Guangdong Investment),,"Guangdong Investment Tower, Hong Kong Island, Hong Kong","water supply, infrastructure, real estate, department store, hotel",Huang Xiaofeng (chairman),,,,Guangdong Holdings (54.68%),Guangdong Holdings,,,,,,SEHK: 270,gdi.com.hk
,,Financials,,,,,,,,,,,,,,Standard Bank,https://en.wikipedia.org/wiki/Standard_Bank,AfricaAsiaEuropeNorth AmericaSouth America,Public,15 October 1862; 163 years ago (1862-10-15),,"5 Simmonds Street, Johannesburg, South Africa",Banking,Nonkululeko Nyembezi-Heita (Chairperson)Sim Tshabalala (CEO),R181 billion (2024),"54,115 (2024)",,,,Commercial bankingForeign currency exchangeInsuranceInvestment bankingInvestment managementPrivate bankingConsumer bankingWealth management,,,R 3.26 trillion (2024),R292 billion(2024),JSE: SBKLSE: SBK,www.standardbank.com
,,Industrials,,,,,,,,,,,,,,Far East Consortium,https://en.wikipedia.org/wiki/Far_East_Consortium,,public,1950; 75 years ago (1950),,"16/F, Far East Consortium Building, 121 Des Voeux Road, Central, Hong Kong","Property development, hotel and car park","David Chiu (Chairman, Board of Directors)",,,,,,,,,,,SEHK: 35,fecil.com.hk
,,Consumer Staples,,,,,,,,,,,,,,Shaanxi Yanchang Petroleum,https://en.wikipedia.org/wiki/Shaanxi_Yanchang_Petroleum,People's Republic of China,Government Owned Entity,1905 (1905),,"Xi'an, Shaanxi, China",Oil and Gas,,,,,,,"Petroleum, Petrochemical, Natural Gas",,"Shaanxi Yanchang International Group, Novus Energy Group",,,,www.sxycpc.com
,,Consumer Discretionary,,,,,,,,,,,,,,XPeng,https://en.wikipedia.org/wiki/XPeng,,Public,"August 15, 2014; 11 years ago (2014-08-15)",He XiaopengXia HengHe TaoYang Chunlei,"Guangzhou, Guangdong, China",AutomotiveAerospace,Wang Fengying (president) He Xiaopeng (chairman) Brian Gu Hongdi (vice chairman),−CN¥5.79 billion (2024),"15,364 (As of 31 December 2024)",−CN¥6.66 billion (2024),He Xiaopeng (18.7%)Volkswagen Group (4.95%)BlackRock (4.4%)(As of 31 December 2024),,,CN¥40.87 billion (2024),AeroHT,"CN¥82,71 billion (2024)",CN¥31.27 billion (2024),NYSE: XPEVSEHK: 9868,xpeng.com
,,Financials,,,,,,,,,,,,,,Macfarlane Group,https://en.wikipedia.org/wiki/Macfarlane_Group,,,1949,Lord Macfarlane of Bearsden,"Glasgow, Scotland",Packaging,"Aleen Gulvanessian (Chair)Peter Atkinson, (CEO)",£15.5 million (2024),"1,000 (2024)",£23.6 million (2024),,,,£270.4 million (2024),,,,LSE: MACF,www.macfarlanegroup.com
,,Industrials,,,,,,,,,,,,,,Balfour Beatty,https://en.wikipedia.org/wiki/Balfour_Beatty,,Public limited company,1909,George BalfourAndrew Beatty,"London, England",Infrastructure professional servicesConstruction servicesSupport servicesInfrastructure investments,Lord Allen (Chairman)Philip Hoare (CEO),£178 million (2024),"26,000 (2025)",£189 million (2024),,,,"£10,015 million (2024)",,,,LSE: BBYFTSE 250 component,balfourbeatty.com
,,Financials,,,,,,,,,,,,,,GCM Resources,https://en.wikipedia.org/wiki/GCM_Resources,,Public company,1998?,,"London, United Kingdom",Coal mining,Leslie chow Chief Executive (London),,,,,,,,,,,,www.gcmplc.com
,,Consumer Discretionary,,,,,,,,,,,,,,Keywords Studios,https://en.wikipedia.org/wiki/Keywords_Studios,,Subsidiary,1998; 27 years ago (1998),Giorgio GuastallaTeresa Luppino,"Leopardstown, Ireland",Video games,Bertrand Bodson (CEO)Jon Hauck (COO)Robert Kingston (CFO),€19.952 million (2023),"12,340 (2023)",€46.830 million (2023),,EQT AB (51%; 2024–present),,€780.445 million (2023),See § Operations,€599.039 million (2023),€599.039 million (2023),,keywordsstudios.com
,,Real Estate,,,,,,,,,,,,,,CALB,https://en.wikipedia.org/wiki/CALB,,,,,"Changzhou, China",Lithium-ion batteries,Liu Jingyu (CEO),,,,,,,,,,,HKG: 3931,en.calb-tech.com
,,Industrials,,,,,,,,,,,,,,China International Marine Containers,https://en.wikipedia.org/wiki/China_International_Marine_Containers,Worldwide,Private company,14 January 1980,Yuan Geng,"Shekou, Shenzhen, Guangdong, China",Shipping and logistics,Legal Representative and Chairman:Sia Li Jianhong,RMB 2.18 billion (2013),"57,686 (as of 31 December 2013)",,China Merchants GroupChina COSCO Shipping,,,RMB 57.874 billion (2013),,,,SZSE: 000039 (A share)SEHK: 2039 (H share)SZSE 200 Component (A),www.cimc.com
,,Basic Materials,,,,,,,,,,,,,,Centamin,https://en.wikipedia.org/wiki/Centamin,,Subsidiary acquired by AngloGold Ashanti plc on 22 November 2024,1970; 55 years ago (1970),,,Gold mining,,US$194.9 million (2023),,US$194.5 million (2023),,,Gold,US$891.3 million (2023),,,,Delisted from the LSE: CEY and TSX: CEE on 22 November 2024,www.anglogoldashanti.com
,,Real Estate,,,,,,,,,,,,,,Savills,https://en.wikipedia.org/wiki/Savills,,Public limited company,1855; 170 years ago (1855),,"33 Margaret Street, London, W1G 0JD",Real estate,Stacey Cartwright (Chairperson) Mark Ridley (CEO) Simon Shaw (CFO),£52.9 million (2024),,£73.8 million (2024),,,,"£2,404.0 million (2024)",,,,LSE: SVSFTSE 250 component,savills.co.uk
,,Energy,,,,,,,,,,,,,,Gazprom,https://en.wikipedia.org/wiki/Gazprom,,State-owned company Public (PAO),8 August 1989; 36 years ago (1989-08-08),,"Lakhta Center, Saint Petersburg, Russia",Oil and gas,Viktor Zubkov (Chairman)Alexey Miller (CEO),$2.25 billion (2020),"466,000 (2018)",$8.53 billion (2020),Russian government (50.23%),,PetroleumNatural gasPetrochemicals,$87.7 billion (2020),List of subsidiaries,$324 billion (2020),$205 billion (2020),MCX: GAZP,gazprom.com
,,Industrials,,,,,,,,,,,,,,Experian,https://en.wikipedia.org/wiki/Experian,,Public,1996; 29 years ago (1996),,"Dublin, Ireland",Business services,Mike Rogers (Chairperson)Brian Cassin (CEO),US$1.203 billion (FY2024),"21,700 (2025)",US$1.928 billion (FY2024),,,,US$7.097 billion (FY2024),,US$11.712 billion (FY2024),US$4.669 billion (FY2024),LSE: EXPNFTSE 100 Component,www.experian.com
,,Utilities,,,,,,,,,,,,,,ZTE,https://en.wikipedia.org/wiki/ZTE,Worldwide,Public; state-owned enterprise,"1985; 40 years ago (1985) (as Zhongxing Semiconductor Co., Ltd.)",Hou Weigui,"55 Hi-tech Road SouthShenzhen, Guangdong, China518057",Telecommunications equipment Networking equipment,Ms. Fang Rong (Chairman and Executive Director) Mr. Xu Ziyang (Executive Director and CEO),CN¥8.08 billion (2022),"74,811 (2022)",CN¥6.16 billion (2022),Zhongxingxin (20.29% in 2022); China Aerospace Science and Industry Corporation,,"Mobile phones, smartphones, tablet computers, hardware, software, all series of wireless, wireline, services, devices and professional telecommunications services and services to telecommunications service providers and enterprises",CN¥122.95 billion / US $17.68 billion (2022),Nubia Technology (49.9%) ZTEsoft Zonergy,CN¥180.95 billion (2022),CN¥58.64 billion (2022),SZSE: 000063SEHK: 763CSI A50,www.zte.com.cn
,,Financials,,,,,,,,,,,,,,Longfor Properties,https://en.wikipedia.org/wiki/Longfor_Properties,,,,,,,,,,,,,,,,,,,
,,Technology,,,,,,,,,,,,,,Thorn Lighting,https://en.wikipedia.org/wiki/Thorn_Lighting,Worldwide,Private,29 March 1928,Sir Jules Thorn,"London, England",Lighting,,,"more than 1,000 (2015)",,,Zumtobel Group,Professional luminaires and controls,€109 million (2020),,,,,www.thornlighting.com
,,Consumer Staples,,,,,,,,,,,,,,Northern Powergrid,https://en.wikipedia.org/wiki/Northern_Powergrid,North EastYorkshireNorth Lincolnshire,Subsidiary,1996,,"Newcastle Upon Tyne, UK",Energy,,,"2,700",,,Berkshire Hathaway Energy,,,Integrated Utility ServicesCalEnergy Resources Limited,,,,northernpowergrid.com
,,Consumer Discretionary,,,,,,,,,,,,,,Burberry,https://en.wikipedia.org/wiki/Burberry,Worldwide,Public limited company,"1856; 169 years ago (1856) in Basingstoke, England",Thomas Burberry,"London, England, UK",Fashion,Gerry Murphy (chairperson)Joshua Schulman (CEO)Daniel Lee (CCO),£271 million (2024),"9,169 (2024)",£418 million (2024),,,Ready-to-wear handbags leather accessories footwear,"£2,968 million (2024)",,,,LSE: BRBYFTSE 100 component,burberry.com
,,Technology,,,,,,,,,,,,,,Coolpad,https://en.wikipedia.org/wiki/Coolpad,Worldwide,Public,29 April 1993; 32 years ago (1993-04-29) (as Yulong Computer)2002 (as China Wireless Tech.),Guo Deying(as chairman)Shenzhen University(as shareholder)Dickman Enterprises(as shareholder),"Shenzhen, China(general office)Cayman Islands(registered office)Hong Kong(second office)",Consumer electronics,Chen Jiajun(CEO)Leung Siu Kee(director)Lam Ting Fung Freeman(director)Liang Rui(director),HK$ -409 million (2018),637 (Dec.2018),,Chen Jiajun(17.83%)Zeal(10.95%)Guo Deying(09.21%),,Smartphones,"HK$1,277 million (2018)",Yulong Computer (100%),"HK$3,117 million (2018)",HK$0414 million (2018),SEHK: 2369,www.coolpad.comwww.coolpad.us (alternate US site)
,,Consumer Discretionary,,,,,,,,,,,,,,NewRiver,https://en.wikipedia.org/wiki/NewRiver,,REIT,2009,,"London, England, UK",Property,Margaret Ford (Chairman)Allan Lockhart (CEO),£3.0 million (2024),,£26.8 million (2024),,,,£65.0 million (2024),,,,LSE: NRR,www.nrr.co.uk
,,Consumer Staples,,,,,,,,,,,,,,Chen Hsong,https://en.wikipedia.org/wiki/Chen_Hsong,,,1958; 67 years ago (1958) in Hong Kong,Dr. Chiang Chen,,Injection Moulding Machinery Manufacturing,,,,,,,,,,,,SEHK: 57 FWB: CHJ,chenhsong.com
,,Energy,,,,,,,,,,,,,,Gulf Keystone Petroleum,https://en.wikipedia.org/wiki/Gulf_Keystone_Petroleum,,Public limited company,2001,,"London, England Hamilton, Bermuda",Oil and gas industry,Jaap Huijskes (Chairman)Jón Ferrier (CEO),,Over 600,,,,,,,,,LSE: GKP,www.gulfkeystone.com
,,Consumer Staples,,,,,,,,,,,,,,Nissin Foods,https://en.wikipedia.org/wiki/Nissin_Foods,Worldwide,Public,"September 4, 1948; 77 years ago (1948-09-04) in Izumiotsu, Osaka, Japan",Momofuku Ando (Go-Pek-Hok),"Osaka HQ: 1-1, Nishi-Nakajima Yonchome, Yodogawa-ku, Osaka, JapanTokyo: 28-1, Shinjuku Rokuchome, Shinjuku, Tokyo, Japan",Food production,Koki Ando(President and CEO)Noritaka Ando(Vice president and COO),¥17.3 billion (March 2020),"7,505 (as of March 31, 2020)",¥17.6 billion (March 2020),,,,¥468.7 billion (March 2020),Nissin Food ProductsNissin CiscoNissin Frozen FoodsNissin Chilled FoodsMyojo FoodsBruce Foods,¥369.9 billion (March 2020),¥226.7 billion (March 2020),TYO: 2897SEHK: 1475,nissin.com
,,Financials,,,,,,,,,,,,,,Alliance Boots,https://en.wikipedia.org/wiki/Alliance_Boots,Global,Gesellschaft mit beschränkter Haftung,2007 (Alliance Boots)1849 (Boots)1997 (Alliance UniChem),,"Bern, Switzerland(Registered office)Nottingham, United KingdomWeybridge, United Kingdom(Operational headquarters)",PharmaceuticalsRetailing,Stefano Pessina (Executive Chairman) Aubrey Jackson (CEO - Alliance HealthCare),£805 million (2012/13),"Over 120,000 (2013/14)",,,,"BootsNo7 – skincare and cosmeticsSoltan – Suncaredrug store/pharmacy, other specialty",£23.4 billion (2013/14),Alliance HealthcareBoots UKBoots OpticiansGuangzhou Pharmaceuticals (50%),,,,
,,Financials,,,,,,,,,,,,,,Diamond Bank,https://en.wikipedia.org/wiki/Diamond_Bank,Nigeria United Kingdom,Formerly Public limited company,20 December 1990,Pascal Dozie,"Victoria Island, Lagos, Lagos State, Nigeria",Finance,Uzoma Dozie (CEO),,,,,,,:Pretax: ₦28 billion (US$175 million) (FY:2012),,₦1.7 trillion (US$7.3 billion) (December 2012),,NGX: DIAMONDBNK,diamondbank.com
,,Utilities,,,,,,,,,,,,,,China Power Clean Energy Development,https://en.wikipedia.org/wiki/China_Power_Clean_Energy_Development,,,2006 in Bermuda (legal domicile),,"Hong Kong, China","Electricity, renewable energy",Wang Binghua (Chairman)Wang Zhongtang (CEO),,,,,State Power Investment Corporation,Electric power,,,,,SEHK: 735,www.cpne.com.hk
,,Utilities,,,,,,,,,,,,,,Samsung Display,https://en.wikipedia.org/wiki/Samsung_Display,,,"April 1, 2012",,"1, Samsung-ro, Giheung-gu, Gyeonggi Province, South Korea",Electronics,Chung Yi: President,,,,,Samsung Electronics,OLED/QD-OLED panels,$ 25.98 billion (2022),,,,,www.samsungdisplay.com/eng/index.jsp
,,Basic Materials,,,,,,,,,,,,,,NewRiver,https://en.wikipedia.org/wiki/NewRiver,,REIT,2009,,"London, England, UK",Property,Margaret Ford (Chairman)Allan Lockhart (CEO),£3.0 million (2024),,£26.8 million (2024),,,,£65.0 million (2024),,,,LSE: NRR,www.nrr.co.uk
,,Financials,,,,,,,,,,,,,,OTP Bank (Moldova),https://en.wikipedia.org/wiki/OTP_Bank_(Moldova),Moldova,Private,1990,,"Chișinău, Republic of Moldova",Financial services,Bogdan Spuză (CEO),,,,OTP Bank Nyrt.,,"Retail, private, investment and corporate banking; insurance; investment management",,,,,,www.otpbank.md
,,Consumer Discretionary,,,,,,,,,,,,,,Informa,https://en.wikipedia.org/wiki/Informa,43+ countries worldwide,Public,December 1998; 27 years ago (December 1998),,"London, England, UK","Publishing, business intelligence, global exhibitions, events","John Rishton (chair)Stephen Carter, Baron Carter of Barnes (CEO)",£366.4 million (2024),"14,000 (2025)",£995.0 million (2024),,,,"£3,553.1 million (2024)",,,,LSE: INFFTSE 100 Component,informa.com
,,Energy,,,,,,,,,,,,,,PetroChina,https://en.wikipedia.org/wiki/PetroChina,Worldwide with primary markets in China,State owned enterprise,5 November 1999; 26 years ago (1999-11-05),,"Dongcheng District, Beijing China",Oil and gas,Zhou Jiping (chairman)Wang Dongjin (CEO),"CN¥36,793 million (2017)","506,000 (2019)","CN¥67,722 million (2017)",,China National Petroleum Corporation,"Fuels, lubricants, natural gas, petrochemicals",US$297 Billion (2020),Singapore Petroleum Company,"CN¥2,404,612 million (2017)","CN¥1,381,319 million (2017)",SSE: 601857SEHK: 857Hang Seng Index component,petrochina.com.cn
,,Health Care,,,,,,,,,,,,,,TI Fluid Systems,https://en.wikipedia.org/wiki/TI_Fluid_Systems,,Private,2000,,"Auburn Hills,Michigan",Automotive Engineering,"Manfred Wennemer (Chairman) Hans Dieltjens, (CEO and President)",€32.5 million (2024),"25,600 (2023)",€173.0 million (2024),,Apollo Global Management,Automotive fluid systems,"€3,360.3 million (2024)",,,,LSE: TIFS,www.tifluidsystems.com
,,Financials,,,,,,,,,,,,,,China CITIC Financial Asset Management,https://en.wikipedia.org/wiki/China_CITIC_Financial_Asset_Management,China (Mainland and Hong Kong),Public,11 November 1999; 26 years ago (1999-11-11),,"Beijing, China",Financial services,Liu Zhengjun (Chairman) Li Zimin (President),CN¥212.07 million (2023),"5,800 (2023)",,CITIC Group (26.46%)Ministry of Finance (24.76%),CITIC Group,,CN¥75.8 billion (2023),,CN¥968.10 billion (2023),CN¥48.04 billion (2023),SEHK: 2799,www.chamc.com.cn
,,Financials,,,,,,,,,,,,,,PAX Technology,https://en.wikipedia.org/wiki/PAX_Technology,,Public,2000; 25 years ago (2000),,"Shenzhen, Guangdong, China",Financial services,Nie Guoming (Chairman) & (CEO),,1800 (2018),,,,"Point of sale, Payment terminals, PIN pads",US$563M,,,,SEHK: 327,www.pax.com.cn
,,Utilities,,,,,,,,,,,,,,Shanghai Petrochemical,https://en.wikipedia.org/wiki/Shanghai_Petrochemical,China,Public; State-owned enterprise,1972,,"Jinshan District, Shanghai, China",Chemical industry,Chairman: Mr. Rong Guangdao,,,,,Sinopec,"ethylene, fiber, resin, plastics",,,,,SEHK: 338SSE: 600688,Shanghai Petrochemical
,,Industrials,,,,,,,,,,,,,,Morgan Advanced Materials,https://en.wikipedia.org/wiki/Morgan_Advanced_Materials,,Public limited company,1856,,"York House, Sheet Street, Windsor, Berkshire, United Kingdom",Manufacturing,Ian Marchant (Chairman)Damien Caby (CEO),£58.8 million (2024),"8,600 (2025)",£126.7 million (2024),,,,"£1,100.7 million (2024)",,,,LSE: MGAMFTSE 250 component,morganadvancedmaterials.com
,,Basic Materials,,,,,,,,,,,,,,The Times,https://en.wikipedia.org/wiki/The_Times,,Daily newspaper,1 January 1785; 240 years ago (1785-01-01) (as The Daily Universal Register),,"The News Building, 1 London Bridge Place, London",,,,,,News UK,,,,,,,,thetimes.com
,,Consumer Discretionary,,,,,,,,,,,,,,Mitchells & Butlers,https://en.wikipedia.org/wiki/Mitchells_%26_Butlers,United Kingdom Germany,Public,1898; 127 years ago (1898),,"Birmingham, England","Restaurants, Pubs",Bob Ivell (chairman)Phil Urban (CEO),£149 million (2024),"50,455 (2024)",£312 million (2024),,,c. 1784 restaurants and pubs,"£2,610 million (2024)",All Bar OneBrowns RestaurantsHarvesterInnkeeper's LodgeMiller & CarterToby Carvery,,,LSE: MABFTSE 250 component,mbplc.com
,,Health Care,,,,,,,,,,,,,,Blue Planet Software,https://en.wikipedia.org/wiki/Blue_Planet_Software,Worldwide,,"Bullet-Proof Software Inc. August 10, 1983; 42 years ago (1983-08-10) in Kōhoku-ku, Kanagawa, Japan Blue Planet Software Inc. 1996; 29 years ago (1996)Honolulu, Hawaii, United States",Henk Rogers,,Video games,Henk RogersMaya Rogers,,,,,,Video games,,,,,,
,,Utilities,,,,,,,,,,,,,,Kingdee,https://en.wikipedia.org/wiki/Kingdee,,Public,"August 8, 1993; 32 years ago (1993-08-08)",Xu Shaochun,"Shenzhen, China",Software,Xu Shaochun (Chairman & CEO),,,,,,"Cloud computing, enterprise software",,,,,SEHK: 268,www.kingdee.com
,,Consumer Staples,,,,,,,,,,,,,,Abcam,https://en.wikipedia.org/wiki/Abcam,,Subsidiary,1998; 27 years ago (1998),Jonathan MilnerTony KouzaridesDavid Cleevely,"Cambridge Biomedical Campus, Cambridge, UK",BiotechnologyLife sciences,Markus Lusser (president),£(8.5) million (2022),"1,760 (2022)",£(10.1) million (2022),,Danaher Corporation (2023–present),Research antibodiesKits and assays for biological research,£361.7 million (2022),,"£1,057 million (2022)",£726.9 million (2022),AIM: ABCNasdaq: ABCM,abcam.comabcamplc.com
,,Consumer Discretionary,,,,,,,,,,,,,,Trip.com,https://en.wikipedia.org/wiki/Trip.com,Worldwide,,June 1999; 26 years ago (1999-06),,Singapore,Travel agency,,,,,,,,,,,,,
,,Basic Materials,,,,,,,,,,,,,,Tata Steel,https://en.wikipedia.org/wiki/Tata_Steel,Worldwide,Public,"26 August 1907; 118 years ago (1907-08-26) at Jamshedpur, Bihar (now in Jharkhand), India",Jamsetji TataDorabji Tata,"Mumbai, Maharashtra, India18°55′54″N 72°49′58″E﻿ / ﻿18.9316°N 72.8327°E﻿ / 18.9316; 72.8327",Steel Iron,T. V. Narendran(MD & CEO),"₹3,174 crore (US$380 million) (FY2025)","78,321 (2024)","₹9,268 crore (US$1.1 billion) (FY2025)",,Tata Group,Steel Long steel products Structural steel Wire products Steel casing pipes Household goods,"₹220,083 crore (US$26 billion) (FY2025)",Tata Steel UKTata Steel NetherlandsTata Steel ThailandJamshedpur FCTata Robins Fraser Ltd.Mjunction,"₹279,395 crore (US$33 billion) (FY2025)","₹91,353 crore (US$11 billion) (FY2025)",BSE: 500470NSE: TATASTEELBSE SENSEX constituentNSE NIFTY 50 constituent,www.tatasteel.com
