Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
London,ATTIS OIL AND GAS LTD,Energy,2013-1-14 0:00,British Virgin Islands,North America,AIM,Yes,1.76,,,,,,,,Bahrain Petroleum Company,https://en.wikipedia.org/wiki/Bahrain_Petroleum_Company,,State-owned enterprise,1929 (1929) (original company)[a]1999 (1999) (current company),Standard Oil Company of California (original company),"Awali, Bahrain",Petroleum,Abdulrahman Jawahery (CEO),,,,Government of Bahrain,,,,,,,,www.bapco.net
London,CURZON ENERGY PLC,Energy,2017-10-4 0:00,United Kingdom,Europe,MAIN MARKET,No,0.75,,,,,,,,Vaalco Energy,https://en.wikipedia.org/wiki/Vaalco_Energy,,Public company,1985; 40 years ago (1985),,"Houston, Texas, United States",Petroleum industry,"George W.M. Maxwell, CEOAndrew L. Fawthrop, ChairmanRon Bain, CFO",$81 million (2021),"117, including 80 in Gabon (2021)",,,,Petroleum,$199 million (2021),,$263 million (2021),$144 million (2021),NYSE: EGYRussell Microcap Index component,www.vaalco.com
London,PENNPETRO ENERGY PLC,Energy,2017-12-21 0:00,United Kingdom,Europe,MAIN MARKET,No,29.05,,,,,,,,Vaalco Energy,https://en.wikipedia.org/wiki/Vaalco_Energy,,Public company,1985; 40 years ago (1985),,"Houston, Texas, United States",Petroleum industry,"George W.M. Maxwell, CEOAndrew L. Fawthrop, ChairmanRon Bain, CFO",$81 million (2021),"117, including 80 in Gabon (2021)",,,,Petroleum,$199 million (2021),,$263 million (2021),$144 million (2021),NYSE: EGYRussell Microcap Index component,www.vaalco.com
Hong Kong,China Qinfa Group Limited,Energy,,,,,,,866.0,Current,BAI Tao,Executive Director,CEO,2014-10-09,,Tibet Huayu Mining,https://en.wikipedia.org/wiki/Tibet_Huayu_Mining,,Public company,2002; 23 years ago (2002),,"Lhasa, China","Mining, non-ferrous metals",Chairman: Zhu Shijie,,Approx. 360,,,,"Lead, zinc, copper, gold, silver, antimony",RMB 2.71 billion (2023),,,,SSE: 601020,
London,PUBLIC JOINT STOCK COMPANY GAZPROM NEFT,Energy,2006-6-12 0:00,Russian Federation,Europe,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,OTP Bank (Moldova),https://en.wikipedia.org/wiki/OTP_Bank_(Moldova),Moldova,Private,1990,,"Chișinău, Republic of Moldova",Financial services,Bogdan Spuză (CEO),,,,OTP Bank Nyrt.,,"Retail, private, investment and corporate banking; insurance; investment management",,,,,,www.otpbank.md
London,PARKMEAD GROUP (THE) PLC,Energy,2000-3-13 0:00,United Kingdom,Europe,AIM,No,29.7,,,,,,,,Biffa,https://en.wikipedia.org/wiki/Biffa,United Kingdom,Private,"1912; 113 years ago (1912) in Wembley, London, England",Richard Henry Biffa,"High Wycombe, England",Waste management,Michael Topham (CEO),£(40.5) million (2021),"8,238 (2021)",£44.2 million (2021),Energy Capital Partners (2023–present),,,"£1,042.0 million (2021)",,,,LSE: BIFF (2016–2023),biffa.co.uk
Hong Kong,RUICHANG INTERNATIONAL HOLDINGS LIMITED,Energy,,,,,,,1334.0,Current,BAI Wei,Executive Director,,2023-03-15,,Changhong,https://en.wikipedia.org/wiki/Changhong,Worldwide,Public,October 1958; 67 years ago (1958-10),,"Mianyang, China",Electronics,"Zhao Yong 赵勇, President, Wang Fengzhao 王凤朝, Vice Chairman, G.M., Liu Tibing 刘体斌, Vice Chairman, Deputy G.M., Tan Mingxian 谭明献, Secretary, Board of Directors, Deputy G.M.",,"32,000 (May 20, 2011)",,,,,,,,"12,741,313,930.51 RMB",SSE: 600839,cn.changhong.comchiq.com
London,G3 EXPLORATION LIMITED,Energy,2006-8-17 0:00,Cayman Islands,North America,MAIN MARKET,Yes,43.86,,,,,,,,Signature Aviation,https://en.wikipedia.org/wiki/Signature_Aviation,,,W. Wilson Cobbett Ltd1879; 146 years ago (1879)Scandinavia Belting1911; 114 years ago (1911)British Belting & Asbestos1925; 100 years ago (1925)BBA Group1967; 58 years ago (1967)BBA Aviation2007; 18 years ago (2007)Signature Aviation2019; 6 years ago (2019),,"Orlando, Florida",Aviation,Tony Lefebvre (CEO),US$(19.0) million (2020),"8,000 (2021)",US$192.8 million (2020),,,,"US$1,413.9 million (2020)",,,,,www.signatureaviation.com
Hong Kong,MIE HOLDINGS CORPORATION,Energy,,,,,,,1555.0,Current,AI Min,Independent Non Executive Director,,2021-08-31,,Ingenta,https://en.wikipedia.org/wiki/Ingenta,,Public,1998,,"Oxford, England",Publishing (Technology),"G. Scott Winner, Chief Executive OfficerJon Sheffield, Chief Financial Officer",,,,,,"Ingenta Commercial, Ingenta Advertising, Ingenta Content, Ingenta Connect, VISTA and Publishers Communication Group (PCG)",,Publishers Communication Group (PCG),,,AIM: ING,www.ingenta.com
London,ENWELL ENERGY PLC,Energy,2002-9-27 0:00,United Kingdom,Europe,AIM,No,56.83,,,,,,,,Exillon Energy,https://en.wikipedia.org/wiki/Exillon_Energy,,Public,2009,,"Uray, Russia",Oil exploration and production,"Sergey Koshelenko, ChairmanDmitry Margelov, CEO",US$31.6 million (2013),,US$91.10 million (2013),,,,US$321.5 million (2013),,,,LSE: EXI (2009-2020),www.exillonenergy.com
Hong Kong,Mongolia Energy Corporation Limited,Energy,,,,,,,276.0,Current,LAU Wai Piu,Independent Non Executive Director - A/F,,2004-09-28,,China Coal Energy,https://en.wikipedia.org/wiki/China_Coal_Energy,China,Public,2006,,"Beijing, China",Coal mining,Wang An (Chairman),,,,,China National Coal Group (58.36%),Coal,,,,,SSE: 601898 (A share)SEHK: 1898 (H share),chinacoalenergy.com
Hong Kong,Petro-king Oilfield Services Limited,Energy,,,,,,,2178.0,Current,LEUNG Lin Cheong,Independent Non Executive Director,,2017-06-02,,Vaalco Energy,https://en.wikipedia.org/wiki/Vaalco_Energy,,Public company,1985; 40 years ago (1985),,"Houston, Texas, United States",Petroleum industry,"George W.M. Maxwell, CEOAndrew L. Fawthrop, ChairmanRon Bain, CFO",$81 million (2021),"117, including 80 in Gabon (2021)",,,,Petroleum,$199 million (2021),,$263 million (2021),$144 million (2021),NYSE: EGYRussell Microcap Index component,www.vaalco.com
Hong Kong,Vico International Holdings Limited,Energy,,,,,,,1621.0,Current,CHAN Ching Sum,Independent Non Executive Director,,2019-04-12,,Diageo,https://en.wikipedia.org/wiki/Diageo,,Public,17 December 1997; 27 years ago (1997-12-17),,"London, England",Drink industry,John Manzoni (Chairman)Nik Jhangiani (Interim CEO)Deidre Mahlan (Interim CFO),US$3.870 billion (2024),"30,000 (2024)",US$6.001 billion (2024),,,"Alcoholic beverages: spirits, beer and wine",US$20.269 billion (2024),United Spirits (55.9%),US$45.474 billion (2024),US$12.070 billion (2024),LSE: DGENYSE: DEOFTSE 100 Component,diageo.com
Hong Kong,"CM Energy Tech Co., Ltd.",Energy,,,,,,,206.0,Current,LIU Jian Cheng,Non Executive Director,,2021-09-23,,ITM Power,https://en.wikipedia.org/wiki/ITM_Power,,,2000 (2000),,"Sheffield, England",Hydrogen economy,Dennis Schulz (CEO) Simon Bourne (CTO) Amy Grey (CFO),,,,,,Electrolysers,£16.5 million (2024),,,,LSE: ITM,www.itm-power.com
Hong Kong,TL Natural Gas Holdings Limited,Energy,,,,,,,8536.0,Current,LIU Yong Cheng,Executive Director,,2017-03-24,,Tullow Oil,https://en.wikipedia.org/wiki/Tullow_Oil,,Public limited company,"1985 in Tullow, Ireland",,"London, United Kingdom",Oil and gas exploration,"Rahul Dhir, (CEO) (from July 2020) Dorothy Thompson (Chairman)",$(109.6) million (2023),,$295.9 million (2023),,,Oil and gas,"$1,634.1 million (2023)",,,,LSE: TLW,www.tullowoil.com
London,MOSMAN OIL AND GAS LIMITED,Energy,2014-3-20 0:00,Australia,Pacific,AIM,Yes,3.24,,,,,,,,Greencoat Renewables,https://en.wikipedia.org/wiki/Greencoat_Renewables,Europe,Public,2017,Richard Nourse,"Dawson Street, Dublin, Ireland",Wind and Renewable Energy,Paul O'Donnell and Bertrand Gautier,,,,,,,,,,,Euronext Dublin: GRP AIM: GRPISEQ 20 componentEuronext Growth,www.greencoat-renewables.com
London,GAIL (INDIA) LD,Energy,1999-11-15 0:00,India,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,,HKR International,https://en.wikipedia.org/wiki/HKR_International,,Public,"May 25, 1973; 52 years ago (1973-05-25) in Hong Kong",Dr. Cha Chi Ming,"23/F, China Merchants Tower Shun Tak Centre, 168 Connaught Road, Central, Hong Kong",Conglomerate,,,,,,,,,,,,SEHK: 480,http://www.hkri.com/
London,ECHO ENERGY PLC,Energy,2005-12-12 0:00,United Kingdom,Europe,AIM,No,2.9,,,,,,,,SenseTime,https://en.wikipedia.org/wiki/SenseTime,"Computer vision, deep learning, face recognition, object detection, autonomous driving, smart cities, mobile apps, fintech, education",Public; partly state-owned,October 2014; 11 years ago (October 2014),Tang Xiao'ou Xu Li,"Science Park, Hong Kong",Artificial intelligence,,,"3,000 (2019)",,,China Internet Investment Fund,,,,,,SEHK: 20,www.sensetime.com
London,CANADIAN OVERSEAS PETROLEUM LIMITED,Energy,2014-4-4 0:00,Canada,North America,MAIN MARKET,Yes,9.66,,,,,,,,Bharat Petroleum,https://en.wikipedia.org/wiki/Bharat_Petroleum,,Public,24 January 1976; 49 years ago (1976-01-24),,"Mumbai, Maharashtra, India",Energy: Oil and gas,Sanjay Khanna (chairman & MD),"₹13,336 crore (US$1.6 billion) (2025)","8,506 permanent and 25,848 contractual (31 March 2024)","₹18,182 crore (US$2.2 billion) (2025)",,,Petroleum Natural gas LNG Lubricants Petrochemicals,"₹503,202 crore (US$60 billion) (2025)",Indraprastha Gas Limited Petronet LNG,"₹218,382 crore (US$26 billion) (2025)","₹81,384 crore (US$9.6 billion) (2025)",BSE: 500547NSE: BPCL,www.bharatpetroleum.in
London,POWERHOUSE ENERGY GROUP PLC,Energy,2002-6-12 0:00,United Kingdom,Europe,AIM,No,91.02,,,,,,,,Exillon Energy,https://en.wikipedia.org/wiki/Exillon_Energy,,Public,2009,,"Uray, Russia",Oil exploration and production,"Sergey Koshelenko, ChairmanDmitry Margelov, CEO",US$31.6 million (2013),,US$91.10 million (2013),,,,US$321.5 million (2013),,,,LSE: EXI (2009-2020),www.exillonenergy.com
London,BLOCK ENERGY PLC,Energy,2018-6-11 0:00,United Kingdom,Europe,AIM,No,10.72,,,,,,,,IGas Energy,https://en.wikipedia.org/wiki/IGas_Energy,,,,,,,,,,,,,,,,,,,
London,LANSDOWNE OIL & GAS PLC,Energy,2006-4-21 0:00,United Kingdom,Europe,AIM,No,13.28,,,,,,,,Conroy Gold and Natural Resources,https://en.wikipedia.org/wiki/Conroy_Gold_and_Natural_Resources,Europe,Public,1995,Richard Conroy,"Citywest Business Campus, Dublin 24, Dublin, Ireland",Gold and Natural Resources,,,,,,,,,,,,LSE: CGNR,www.conroygoldandnaturalresources.com
Hong Kong,Wison Engineering Services Co. Ltd.,Energy,,,,,,,2236.0,Current,DONG Jing,Independent Non Executive Director - A/F,,2025-08-21,,CK Asset Holdings,https://en.wikipedia.org/wiki/CK_Asset_Holdings,,Public,As Cheung Kong Holdings in 1950; 75 years ago (1950)As CK Asset Holdings on 3 June 2015; 10 years ago (2015-06-03),,"7/F, Cheung Kong Center, 2 Queen's Road Central, Hong Kong",Property,Victor Li Tzar-kuoi (Chairman and Managing Director),,,,,,"real estate development and investment, aircraft leasing",,Cheung Kong Property Development LimitedCitybase Property Management LimitedGoodwell Property Management LimitedHarbour Plaza Hotel Management LimitedHutchison Property Group LimitedAccipiter Holdings Designated Activity Company,,,SEHK: 1113Hang Seng Index component,ckah.com
London,OILEX LD,Energy,2006-2-16 0:00,Australia,Pacific,AIM,Yes,2.23,,,,,,,,Rosslyn Analytics,https://en.wikipedia.org/wiki/Rosslyn_Analytics,Worldwide,Public Limited Company,2007,"Charles Clark, Hugh Cox","London, UK",Business intelligence,John O’Hara (Chairman)Roger Bullen (CEO),,50-100,,,,,,,,,AIM: RDT,
London,EUROPA OIL & GAS (HOLDINGS) PLC,Energy,2004-11-11 0:00,United Kingdom,Europe,AIM,No,4.34,,,,,,,,Bharat Petroleum,https://en.wikipedia.org/wiki/Bharat_Petroleum,,Public,24 January 1976; 49 years ago (1976-01-24),,"Mumbai, Maharashtra, India",Energy: Oil and gas,Sanjay Khanna (chairman & MD),"₹13,336 crore (US$1.6 billion) (2025)","8,506 permanent and 25,848 contractual (31 March 2024)","₹18,182 crore (US$2.2 billion) (2025)",,,Petroleum Natural gas LNG Lubricants Petrochemicals,"₹503,202 crore (US$60 billion) (2025)",Indraprastha Gas Limited Petronet LNG,"₹218,382 crore (US$26 billion) (2025)","₹81,384 crore (US$9.6 billion) (2025)",BSE: 500547NSE: BPCL,www.bharatpetroleum.in
London,ALEXANDRIA MINERAL OILS COMPANY (AMOC) S.A.E.,Energy,2018-10-18 0:00,Egypt,Middle East,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,Rio Tinto (corporation),https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Worldwide,Dual-listed company,29 March 1873; 152 years ago (1873-03-29),,"London, EnglandMelbourne, Australia",Metals and mining,Dominic Barton(chairman)Simon Trott(chief executive),US$11.574 billion (2024),"60,000 (2024)",US$16.491 billion (2024),,,"Iron ore, bauxite, alumina, aluminium, copper, molybdenum, gold, diamonds, uranium, titanium dioxide, borates, salt, talc",US$53.658 billion (2024),,US$102.786 billion (2024),US$57.965 billion (2024),ASX: RIOLSE: RIONYSE: RIOFTSE 100 Index componentS&P/ASX 200 component,www.riotinto.com
London,GRAN TIERRA ENERGY INC.,Energy,2018-10-10 0:00,United States,North America,MAIN MARKET,Yes,75.23,,,,,,,,Genel Energy,https://en.wikipedia.org/wiki/Genel_Energy,Iraqi Kurdistan,Public,2011 (2011),,London,Oil and gas industry,David McManus (Chairman) Paul Weir (CEO),,,,,,,,,,,LSE: GENL,www.genelenergy.com
London,KNIGHTS GROUP HOLDINGS PLC,Industrials,2018-6-29 0:00,United Kingdom,Europe,AIM,No,361.38,,,,,,,,Thorn Lighting,https://en.wikipedia.org/wiki/Thorn_Lighting,Worldwide,Private,29 March 1928,Sir Jules Thorn,"London, England",Lighting,,,"more than 1,000 (2015)",,,Zumtobel Group,Professional luminaires and controls,€109 million (2020),,,,,www.thornlighting.com
Hong Kong,Paladin Limited,Industrials,,,,,,,495.0,Current,AU Chik Lam Alexander,Independent Non Executive Director,,2015-02-27,,Cerillion,https://en.wikipedia.org/wiki/Cerillion,,Public,1999,"Louis Hall, CEO","London, United Kingdom","Telecommunications, Software as a Service",,,,,,,,,,,,,cerillion.com
Hong Kong,Flat Glass Group Co Ltd,Industrials,,,,,,,6865.0,Current,DU Jian,Independent Non Executive Director,,2024-11-18,,Flat Glass Group,https://en.wikipedia.org/wiki/Flat_Glass_Group,,Public,"June 24, 1998; 27 years ago (1998-06-24)",Ruan Hongliang,"Jiaxing, Zhejiang, China",Glass production,Ruan Hongliang (Chairman)Ruan Zeyun (President),CN¥2.76 billion (2023),"8,240 (2023)",,,,,CN¥21.52 billion (2023),,CN¥42.98 billion (2023),CN¥22.29 billion (2023),SEHK: 6865 (H Shares)SSE: 601865(A Shares),www.flatgroup.com.cn
London,AVON RUBBER PLC,Industrials,1949-7-12 0:00,United Kingdom,Europe,MAIN MARKET,No,1217.66,,,,,,,,Marsh Supermarkets,https://en.wikipedia.org/wiki/Marsh_Supermarkets,"Central Indiana, Western Ohio",Private,"1931; 94 years ago (1931) in Muncie, Indiana",Ermal Marsh,"Indianapolis, Indiana",Retail (Grocery),"Tom O'Boyle, President and CEODon Marsh, Former President and CEO",,"9,000",,Sun Capital PartnersJT Grocery Consulting,,Grocery,,O'Malia's Food Markets (2001–2017)Village Pantry (1966–2007),,,,"marsh.net at the Wayback Machine (archived June 19, 2017)"
London,VELOCITY COMPOSITES PLC,Industrials,2017-5-18 0:00,United Kingdom,Europe,AIM,No,5.8,,,,,,,,EKF Diagnostics,https://en.wikipedia.org/wiki/EKF_Diagnostics,Worldwide,Public company,"Barleben, Germany (1990)",Berthold Walter,"Cardiff, United Kingdom",Health Care Biotechnology,Christopher Mills(Non-Executive Chairman)Mike Salter(Chief Executive Officer)Marc Davies(Chief Financial Officer),,295 (2011),,,,,£21.658 million (2011),Argutus MedicalQuotient DiagnosticsStanbio Laboratory,£58.733 million (2011),£37.427 million (2011),LSE: EKF EKF Diagnostics Holdings plc,www.ekfdiagnostics.com
London,SIG PLC,Industrials,1989-5-18 0:00,United Kingdom,Europe,MAIN MARKET,No,283.57,,,,,,,,SThree,https://en.wikipedia.org/wiki/SThree,,Public,1986,,"London, UK",Recruitment,"Timo Lehne, CEOAndrew Beach, CFO",£49.7 million (2024),,£66.2 million (2024),,,,"£1,492.9 million (2024)",,,,LSE: STEM,www.sthree.com
Hong Kong,KLN Logistics Group Limited,Industrials,,,,,,,636.0,Current,CHEN Keren,Non Executive Director,,2021-10-13,,APL Logistics,https://en.wikipedia.org/wiki/APL_Logistics,,,,,SingaporeUSA,Global supply chain specialist,"Thad Bedard, PresidentFabio Duque, COOTakayuki Maruyama, CFO",US $67m (2014),"7,000",,,,,US $1.6b (2014),,,,,www.apllogistics.com
London,RENOLD PLC,Industrials,1946-6-2 0:00,United Kingdom,Europe,AIM,No,23.11,,,,,,,,Naspers,https://en.wikipedia.org/wiki/Naspers,Worldwide,Public,12 May 1915; 110 years ago (1915-05-12),W.A. Hofmeyr,"Cape Town, South Africa","Internet, E-commerce, fintech, food delivery","Koos Bekker (chair)Fabricio Bloisi (CEO)Phuti Mahanyele-Dabengwa (CEO, South Africa)",,,US$3.7 billion (FY 2020),Public Investment Corporation (14%)Koos Bekker,,,US$22.1 billion (FY 2020),Prosus Media24Property24Takealot.comNaspers Foundry,US$36.3 billion (FY 2020),US$29.93 billion (FY 2020),JSE: NPNLSE: NPSN,www.naspers.com
Hong Kong,Unitas Holdings Limited,Industrials,,,,,,,8020.0,Current,CHOW Ho Wan Owen,Independent Non Executive Director,,2020-10-13,,Ingenta,https://en.wikipedia.org/wiki/Ingenta,,Public,1998,,"Oxford, England",Publishing (Technology),"G. Scott Winner, Chief Executive OfficerJon Sheffield, Chief Financial Officer",,,,,,"Ingenta Commercial, Ingenta Advertising, Ingenta Content, Ingenta Connect, VISTA and Publishers Communication Group (PCG)",,Publishers Communication Group (PCG),,,AIM: ING,www.ingenta.com
London,BREEDON GROUP PLC,Industrials,2010-9-6 0:00,Jersey,Europe,AIM,No,1191.24,,,,,,,,Whitbread,https://en.wikipedia.org/wiki/Whitbread,United KingdomUnited Arab EmiratesIrelandIndiaGermany,Public limited company,"1742; 283 years ago (1742) in London, England",Samuel Whitbread,"Houghton Regis, England, UK",LeisureHospitality,Adam Crozier (Chairperson)Alison Brittain (CEO),£312.1 million (2024),"38,000 (2025)",£674.2 million (2024),,,,"£2,959.9 million (2024)",,,,LSE: WTBFTSE 100 Component,www.whitbread.co.uk
Hong Kong,Vision Values Holdings Limited,Industrials,,,,,,,862.0,Current,HO Hau Chong Norman,Executive Director,,2007-01-11,,Innoscience,https://en.wikipedia.org/wiki/Innoscience,,Public,17 December 2015; 9 years ago (2015-12-17),Luo Weiwei,"Suzhou, Jiangsu, China",Semiconductors,Luo Weiwei (Chairperson)Wu Jingang (CEO),CN¥−1.10 billion (2023),,,,,,CN¥592.72 billion (2023),,CN¥4.59 billion (2023),CN¥1.96 billion (2023),SEHK: 2577,www.innoscience.com
London,HSS HIRE GROUP PLC,Industrials,2015-2-9 0:00,United Kingdom,Europe,MAIN MARKET,No,33.36,,,,,,,,HSS Hire,https://en.wikipedia.org/wiki/HSS_Hire,United Kingdom,Public company,1957,Bert Taylor,"Manchester, England",,Steve Ashmore (CEO),£12 million (2023),,,,,,£349 million (2023),,,,LSE: HSS,www.hss.com/hire
Hong Kong,Wong's Kong King International (Holdings) Limited,Industrials,,,,,,,532.0,Current,CHANG Jui Shum Victor,Executive Director,,2017-09-01,,Wong's King,https://en.wikipedia.org/wiki/Wong%27s_King,,,,,,,,,,,,,,,,,,,
London,DCC PLC,Industrials,1994-5-19 0:00,Ireland,Europe,MAIN MARKET,Yes,4949.31,,,,,,,,Rotork,https://en.wikipedia.org/wiki/Rotork,,Public,1940s,,"Bath, Somerset, UK",Engineering,"Dorothy Thompson, ChairKiet Huynh, CEO",£104.8 million (2024),"3,300 (2025)",£135.9 million (2024),,,,£754.4 million (2024),,,,LSE: RORFTSE 250 component,www.rotork.com
Hong Kong,Mobicon Group Limited,Industrials,,,,,,,1213.0,Current,HUNG Kim Fung Measure,Executive Director,Chairman,2011-04-01,,MOBICON,https://en.wikipedia.org/wiki/MOBICON,,,,,,,,,,,,,,,,,,,mobiconfoundation.com
Hong Kong,Chen Hsong Holdings Limited,Industrials,,,,,,,57.0,Current,CHIANG Lai Yuen,Executive Director,"Chairman, CEO",2000-09-01,,Chen Hsong,https://en.wikipedia.org/wiki/Chen_Hsong,,,1958; 67 years ago (1958) in Hong Kong,Dr. Chiang Chen,,Injection Moulding Machinery Manufacturing,,,,,,,,,,,,SEHK: 57 FWB: CHJ,chenhsong.com
London,CHEMRING GROUP PLC,Industrials,1974-6-7 0:00,United Kingdom,Europe,MAIN MARKET,No,734.33,,,,,,,,Magnit,https://en.wikipedia.org/wiki/Magnit,,Public (PAO),1994; 31 years ago (1994),Sergei Galitsky,"Russia, Krasnodar",Retail,Jan Dunning (CEO),$458 million (2020),"300,000",$5.07 billion (2020),,,Consumer goods,$21.5 billion (2020),,$13.1 billion (2020),$2.54 billion (2020),MCX: MGNTLSE: MGNT,www.magnit.ru
