ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION
7076986,11/21/2023,11/13/2023,OPEN,,PROVIDE,,"PROVIDE PER CODE SECTIONS 13-172-130, 14B-12-1205.3.3 - 13-172-130B - COURTS AND YARDS ACCESS TO THE SHAFT/COURT NEEDS TO BE PROVIDED WITH A DOOR OR OTHER MEANS OF ACCESS AT THE BOTTOM OF EVERY SHAFT/COURT FOR CLEANING AND MAINTENANCE. 13-172-130C AIR INTAKES - EVERY SHAFT/COURT WHICH SERVES ONE OR MORE HABITABLE ROOMS, AND WHICH DOES NOT OPEN FOR ITS FULL HEIGHT ON ONE OR MORE SIDES TO A STREET OR LEGAL YARD SHALL BE CONNECTED AT OR NEAR THE BOTTOM WITH A STREET OR YARD BY A HORIZONTAL INTAKE OR PASSAGE OF FIRE RESISTANCE RATED CONSTRUCTION. SUCH INTAKE OR PASSAGE SHALL HAVE A CROSS-SECTION AREA OF NOT LESS THAN 21 SQUARE FEET AND SHALL REMAIN FULLY OPEN AT BOTH ENDS AND UNOBSTRUCTED FOR ITS FULL SIZE AND LENGTH. EXISTING LIGHT AND VENTILATION SHAFT/COURTS SHALL BE PROVIDED WITH 21 SQUARE FEET OF REQUIRED VENTILATION.",293822,14166487,FAILED,N,COMPLAINT,2430 N LINCOLN AVE,2430,N,LINCOLN,AVE,7331,35.0,41.92606441,-87.64984102,"(41.92606441246732, -87.64984102257678)"
7006838,08/15/2023,07/18/2023,COMPLIED,08/15/2023,PROVIDE,7-28-060  UNSANITARY CONDITIONS AT FOOD PREP AREA AND THROUGHOUT LOCATION  DANGEROUS AND HOZARDOUS,,293822,14121791,PASSED,N,COMPLAINT,316 E 47TH ST,316,E,47TH,ST,308080,56.0,41.80945774,-87.61883286,"(41.809457735882035, -87.61883285886145)"
6812292,08/26/2024,06/28/2022,OPEN,,PROVIDE,EXTERIOR:N   :,"NO PERMIT ON RECORD FOR FRONT 6'  FENCE, PERMIT REQUIRED  , SEC 14A-4-404.7 IT IS UNLAWFUL TO ERECT A FENCE MORE THAN 5 FEET (1524 MM) IN HEIGHT WITHOUT FIRST OBTAINING A PERMIT FROM THE BUILDING OFFICIAL.",BL01037,14432844,FAILED,N,COMPLAINT,3443 W FULTON BLVD,3443,W,FULTON,BLVD,30807,,41.886219,-87.71287459,"(41.88621899924954, -87.71287459082338)"
6897892,09/22/2023,01/10/2023,COMPLIED,08/29/2023,PROVIDE,OTHER   :    :OTHER BL00876,AT REAR COURTYARD / PARKING LOT / PORCH COLUMNS ARE MISSING COLLISION PROTECTION.,371335,13908440,FAILED,N,COMPLAINT,7767 S SOUTH SHORE DR,7767,S,SOUTH SHORE,DR,20742,,41.75564599,-87.55178877,"(41.75564599304704, -87.55178877205995)"
6885439,12/12/2023,07/09/2021,OPEN,,PROVIDE,INTERIOR: 001:BUILDING,STRUCTURAL INTEGRITY TEST ON ALL AMMONIA SYSTEM PIPING AND VESSELS. PROVIDE REPORT TO REFRIGERATION BUREAU. 13-192-760. REPLACE  ALL DEFECTIVE PIPING AND INSULATION.,CN00078,13897236,FAILED,N,PERIODIC,4649 W ARMITAGE AVE,4649,W,ARMITAGE,AVE,78903,,41.916855,-87.74335308,"(41.91685499598848, -87.74335307652304)"
6968048,06/09/2023,03/13/2018,OPEN,,PROVIDE,"OTHER   :    :FIRE ESCAPE,","PROVIDE PER SECTION 13-96-820, 13-96-830, 13-96-840, 13-96-850, 13-96-870, 100% HANDS-ON CRITICAL EXAM OF FIRE ESCAPE. SUBMIT TO: DEPARTMENT OF BUILDINGS, ATTN: CODE COMPLIANCE GROUP, 2045 W. WASHINGTON, 60612",BL00708,12579122,FAILED,N,PERIODIC,1209 W SHERWIN AVE,1209,W,SHERWIN,AVE,13955,,42.01493799,-87.66311113,"(42.01493799159823, -87.66311113387543)"
7141920,04/01/2024,03/22/2024,OPEN,,PROVIDE,,NO BACKFLOW PROTECTION ON BOILER. 18-29-608.1 DANGEROUS AND HAZARDOUS,BL00748,14316721,FAILED,N,COMPLAINT,7900 S COTTAGE GROVE AVE,7900,S,COTTAGE GROVE,AVE,20890,51.0,41.75119434,-87.60536733,"(41.751194338221865, -87.60536732633038)"
6919189,02/14/2023,02/14/2023,OPEN,,PROVIDE,"OTHER   :    :.,","AS PER SECTION 14X-3-302.2.PROVIDE VACANT LOT WITH PROPER GRADING SURFACE AND DRAINAGE, AT TIME OF INSPECTION THERE WERE DEEP TIRE IMPRESSIONS CAUSING AREAS FOR STAGNANT WATER TO ACCUMALATE.",BL00810,14005692,FAILED,N,COMPLAINT,5220 W ADAMS ST,5220,W,ADAMS,ST,252136,,41.87857095,-87.75589235,"(41.878570945970836, -87.75589234751786)"
5475414,04/03/2024,08/08/2016,OPEN,,PROVIDE,BUILDING:ROOF,BRAZED CONNECTIONS FOR ALL AC. SOFT SOLDER IS NOT CODE.,399014,11976935,FAILED,N,PERMIT,371 W ONTARIO ST,371,W,ONTARIO,ST,2829,,41.89302124,-87.63833872,"(41.893021237049695, -87.63833872138456)"
6180387,08/01/2024,12/12/2018,OPEN,,PROVIDE,,NO SAFE PANS TO WATER HEATERS IN UNIT MECHANICAL ROOMS THROUGHOUT PREMISES. (18-29-504.8),112463,14424227,PASSED,N,COMPLAINT,734 E 95TH ST,734,E,95TH,ST,472070,51.0,41.72214757,-87.60550352,"(41.72214757116802, -87.60550351633725)"
5938487,04/17/2023,02/14/2018,COMPLIED,04/17/2023,PROVIDE,"OTHER   :    :BUILDING STAIRWELLS,",PROVIDE PER SECTION CODE 13-196-085 STAIRWELL IDENTIFICATION MISSING AT EACH FLOOR ON INTERIOR SIDE OF STAIRWELL.,BL00831,12564041,FAILED,N,PERIODIC,100 E WALTON ST,100,E,WALTON,ST,3921,,41.90009663,-87.62535934,"(41.90009662517738, -87.62535934070077)"
6133791,05/31/2023,10/16/2018,COMPLIED,05/31/2023,PROVIDE,"OTHER   :    :INTERIOR,",PER SECTION CODE 13-196-085 STAIRWELL  IDENTIFICATION MISSING AT EACH FLOOR ON INTERIOR SIDE OF STAIRWELL.PER SECTION CODE 13-78-080 (C) EXIT DIAGRAMS IN ELEVATOR LOBBIES.,451988,12708486,FAILED,N,PERIODIC,8439 W CATHERINE AVE,8439,W,CATHERINE,AVE,12358,,41.97735038,-87.83828812,"(41.97735038102216, -87.83828812075606)"
6930164,03/21/2023,03/21/2023,OPEN,,PROVIDE,COMPRESSOR ROOM,SHOW / DESIGNATE REFRIGERANT MONITOR AND SENSORS IN 2ND FLOOR COMPRESSOR ROOM.,CN00078,13758965,FAILED,N,PERIODIC,1341 N PAULINA ST,1341,N,PAULINA,ST,60422,33.0,41.9062437,-87.66986228,"(41.906243703084954, -87.6698622812847)"
6957854,05/15/2023,05/15/2023,OPEN,,PROVIDE,OTHER   :    :OTHER,"AT TIME OF INSPECTION THERE WERE 3 VEHICLES PARKED ALONG SIDE THE WEST ELEVATION, PARALLEL TO THE BUILDING AND PUBLIC SERVICE WALK. AS PER SECTION  17-11-0203-C(3) A FENCE IS REQUIRED AT ALL VEHICULAR USE AREAS, NO FENCING OBSERVED.",BL00810,14096881,FAILED,N,COMPLAINT,2157 W IRVING PARK RD,2157,W,IRVING PARK,RD,148156,38.0,41.95397714,-87.68346415,"(41.9539771374793, -87.6834641467303)"
2728197,03/20/2023,07/31/2008,COMPLIED,08/31/2010,PROVIDE,,"ALL ROOMS MISSING FLOOR PLAN EXIT DIAGRAM, THROUGHOUT HALLWAY AND STAIRWAY. (SEC: 7-28-060)",BL00662,2368634,FAILED,N,COMPLAINT,4911 N WINTHROP AVE,4911,N,WINTHROP,AVE,11491,34.0,41.97190616,-87.6575512,"(41.97190615888768, -87.65755119630902)"
6965182,06/06/2023,05/26/2023,OPEN,,PROVIDE,1209 W ALBION AV,PROPERLY SECURE DRYER VENT BEHIND DRYERS 1ST FL,BL00781,14040317,FAILED,N,PERIODIC,1209 W ALBION AVE,1209,W,ALBION,AVE,664299,54.0,42.00243764,-87.66119115,"(42.002437642824745, -87.66119115199011)"
6597045,02/10/2023,04/19/2021,COMPLIED,05/06/2021,PROVIDE,,PROVIDE TEMPERATURE MIXING VALVES FOR HAND SINKS AND BATHROOM LAVATORIES 18-29-607.1,BL00748,13545855,PASSED,N,COMPLAINT,1212 W 59TH ST,1212,W,59TH,ST,616830,,41.786987,-87.65529546,"(41.78698699835118, -87.6552954618445)"
6511657,07/09/2024,08/28/2020,COMPLIED,06/06/2024,PROVIDE,,LINCH ROOMS WAREHOUSE 18-28-403.3 -1.5 EXHAUST PER SQ FEET MUST BE EXHAUST FAN TO TERMINATE TO THE OUT DOORS,392597,13321068,PASSED,N,PERIODIC,4501 S KILDARE BLVD,4501,S,KILDARE,BLVD,316374,,41.8113423,-87.73105796,"(41.811342303986066, -87.7310579558062)"
5831247,10/24/2024,09/15/2017,COMPLIED,10/23/2024,PROVIDE,SEQ #: 004104976 - PERMIT #100486266 PREVIOUSLY OBTAINED,PROVIDE 36 INCH WIDE DOOR AT FRONT EXIT OPENING.  13-160-220 (9),104976,12331388,CLOSED,N,COMPLAINT,1516 W TAYLOR ST,1516,W,TAYLOR,ST,255007,,41.86939894,-87.6648343,"(41.86939893635288, -87.66483430077447)"
7262053,12/17/2024,12/12/2024,OPEN,,PROVIDE,,MISSING MIXING VALVE AT LAVATORY. (18-29-607),293822,14468560,FAILED,N,COMPLAINT,3857 W MADISON ST,3857,W,MADISON,ST,248990,,41.88065016,-87.72304715,"(41.8806501624938, -87.7230471534104)"
7033645,08/30/2023,08/30/2023,OPEN,,PROVIDE,EXTERIOR:W   :,"WEST, SOUTH ELEVATIONS/FRONT ENTRANCES - DOORBELLS MISSING. (SEC. 7-28-020)",BL01000,13805684,FAILED,N,PERIODIC,1738 E 69TH ST,1738,E,69TH,ST,19926,,41.76985157,-87.58223866,"(41.76985156462247, -87.58223866193892)"
7007304,04/04/2024,07/14/2023,COMPLIED,04/04/2024,PROVIDE,,"PROVIDE PER SECTION CODE 13-196-730(B) - EVERY TOILET ROOM AND BATHROOM SHALL HAVE ADEQUATE VENTILATION WHICH MAY BE EITHER AN OPENABLE WINDOW WITH AN OPERABLE AREA OF FIVE PERCENT OF THE FLOOR AREA, MECHANICAL VENTILATION COMPLYING WITH THE REQUIREMENTS OF CHAPTER 18-28, OR A GRAVITY VENT FLUE CONSTRUCTED WITH INCOMBUSTIBLE LEADING TO THE ROOF OF THE BUILDING, OR A COMBINATION OF ANY OF THESE. THE GRAVITY VENT SHALL BE COMPUTED AT AN AGGREGATE CLEAR AREA OF NOT LESS THAN FIVE PERCENT OF THE FLOOR AREA OF THE ROOM, WITH A MINIMUM AREA OF AT LEAST 120 SQUARE INCHES. GRAVITY VENTS SHALL BE PROVIDED WITH A WEATHER CAP, DIRECTIONAL VANE, OR ROTARY TYPE VENTILATION ON ROOF.",451988,14121453,FAILED,N,COMPLAINT,7712 N PAULINA ST,7712,N,PAULINA,ST,244153,,42.02157799,-87.67321956,"(42.021577989284076, -87.67321955978267)"
7070820,11/07/2023,11/07/2023,OPEN,,PROVIDE,CENTRAL AMMONIA PLANT,"TEST OF AMMONIA ALARMS, SENSOR AND MONITOR",CN00078,14032708,FAILED,N,PERIODIC,4501 W DISTRICT BLVD,4501,W,DISTRICT,BLVD,549101,,41.81606822,-87.73601667,"(41.816068222595995, -87.73601666681014)"
6758371,02/23/2023,03/08/2022,COMPLIED,05/24/2022,PROVIDE,,NO MIXING VALVES TO BATHROOM LAVATORY (18-29-607),398921,13743498,PASSED,N,COMPLAINT,11900 S MICHIGAN AVE,11900,S,MICHIGAN,AVE,534988,,41.6780107,-87.62065459,"(41.678010697061076, -87.62065458721393)"
4400138,05/09/2023,02/15/2013,COMPLIED,04/21/2022,PROVIDE,,REAR PASSAGEWAY NEEDS TO BE FIRE RATED FOR NO LESS THAN A TWO HOUR RATING 15-8-240,BL00466,10911154,FAILED,N,COMPLAINT,2100 W WASHINGTON BLVD,2100,W,WASHINGTON,BLVD,1363,,41.88321477,-87.67925635,"(41.88321476560247, -87.67925634674178)"
7257181,12/05/2024,12/05/2024,OPEN,,PROVIDE,OTHER   :    :OTHER,"VARIOUS AISLES THRU-OUT COMMERCIAL SPACE BELOW THE REQUIRED 36'"" MINIMUM. D&H 14B-10-1018.1",293822,14466397,FAILED,N,COMPLAINT,4459 S WASHTENAW AVE,4459,S,WASHTENAW,AVE,312935,,41.81204445,-87.6917275,"(41.812044450621684, -87.69172749926018)"
7121035,02/15/2024,02/14/2024,OPEN,,PROVIDE,,PROVIDE ENGINEERS REPORT AND REPAIR ACCORDINGLY / DANGEROUS AND HAZARDOUS CONDITIONS,165733,14227761,FAILED,N,PERMIT,1728 N HERMITAGE AVE,1728,N,HERMITAGE,AVE,72147,,41.91323599,-87.67156799,"(41.91323598829194, -87.6715679866103)"
7180955,06/12/2024,06/12/2024,OPEN,,PROVIDE,"OTHER   :    :...,","AS PER SECTION 14A-4-404.7, A BUILDING PERMIT IS REQUIRED FOR ALL FENCING ABOVE 5FT.AT THE TIME OF INSPECTION A 7FT TALL IRON FENCING WAS OBSERVED, A SUBSEQUENT PERMIT SEARCH DIDN'T IDENTIFY ANY PERMITS ASSOCIATED WITH THE FENCING.",BL00810,14390367,FAILED,N,COMPLAINT,300 N LEAVITT ST,300,N,LEAVITT,ST,596203,,41.88674046,-87.6818288,"(41.88674045836662, -87.6818287957463)"
6477995,01/06/2023,01/22/2020,OPEN,,PROVIDE,,POST EXIT DIAGRAMS AT EXIT DOORS.  4-156-380  13-84-400,104976,13906865,FAILED,N,PERIODIC,751 N CLARK ST,751,N,CLARK,ST,45443,,41.89640665,-87.63109481,"(41.896406651494814, -87.63109481062298)"
6850606,08/20/2024,09/14/2022,OPEN,,PROVIDE,"OTHER   :    :NORTH ELEVATION,","NORTH ELEVATION / 2 IRON PORCHS - RUSTED LANDING, TREADS AND CONNECTIONS. PROVIDE - CN194029PROVIDE PER SECTION 13-96-820, 13-96-830, 13-96-840, 13-96-850, 13-96-870, 100% HANDS-ON CRITICAL EXAM OF FIRE ESCAPE. SUBMIT TO: DEPARTMENT OF BUILDINGS, ATTN: CODE COMPLIANCE GROUP, 2045 W. WASHINGTON, 60612ORFAILED TO ADEQUATELY MAINTAIN FIRE ESCAPES, SIGN STRUCTURES, ANTENNAE, CANOPIES, MARQUEES, FLAGPOLES, METAL CORNICES, SMOKESTACKS, WINDOW WASHING AND EXTERIOR MAINTENANCE SYSTEMS, AND OTHER METAL STRUCTURES PERMANENTLY INSTALLED ON THE EXTERIOR OF A BUILDING.PROVIDE CRITICAL EXAMINATION REPORT ON EXPOSED METAL STRUCTURES BY A REGISTERED DESIGN PROFESSIONAL WITHIN 2 YEARS AFTER ITS INSTALLATION AND AT LEAST ONCE EVERY 5 YEARS AFTER THE INITIAL INSPECTION. THE REGISTERED DESIGN PROFESSIONAL MUST PREPARE THE SIGNED AND SEALED WRITTEN REPORT ON THE EXTERNAL STRUCTURAL CONDITION AND INTEGRITY OF THE EXPOSED METAL STRUCTURE AND PROVIDE TO OWNER. EXISTING FIRE ESCAPES AND FIRE ESCAPE STAIRWAY MAY NOT BE REMOVED WITHOUT A PERMIT AND APPROVAL BY THE BUILDING OFFICIAL AND FIRE CODE OFFICIAL.  SEND REPORTS TO: DEPARTMENT OF BUILDINGS CODE COMPLIANCE GROUP, 2045 W. WASHINGTON BLVD. CHICAGO, IL  60612. (14A-6-603.3 THROUGH 14A-6-603.3.4, 14X-5-505.12, 14R-3-307, 14R-3-307.6 AND 14A-4-404.8)",447020,13868115,FAILED,N,PERIODIC,3034 W LELAND AVE,3034,W,LELAND,AVE,11172,60.0,41.96676625,-87.70496704,"(41.96676625338541, -87.70496704178898)"
6972933,06/06/2023,06/06/2023,OPEN,,PROVIDE,INTERIOR:001 :3979,"PLATFORM AT CASHIER- APPROXIMATELY 238 SQUARE FEET, HAS UNEVEN STAIR HEIGHT, AND UNKWOWN FIRE STOP,  PROVIDE DETAIL WITH PLANS AND PERMIT. 14X-5-502.",BL00748,14106749,FAILED,N,COMPLAINT,3913 W MADISON ST,3913,W,MADISON,ST,248992,,41.88064233,-87.72366145,"(41.880642327523894, -87.72366144656698)"
7174215,09/05/2024,06/07/2024,COMPLIED,09/03/2024,PROVIDE,OTHER   :    :OTHER,"AISLES THROUGHT REDUCED DOWN TO 24 INCHES. 36"" AISLES MINIMUM REQUIRED THROUGH-OUT. D&H",293822,14385736,FAILED,N,COMPLAINT,4948 W NORTH AVE,4948,W,NORTH,AVE,79490,,41.90967008,-87.75121322,"(41.90967008306685, -87.7512132164073)"
6602057,05/01/2023,04/26/2021,OPEN,,PROVIDE,"OTHER   :    :GARAGE,","ALL GARAGE STAIRWELL AND ACCESS DOORS LOCKED AND SOME REQUIRE KEY FOR RE-ENTRY INTO BUILDING OR ACCESS TO STAIRWELLS, NO FAIL-SAFE DOOR UNLOCKING SYSTEM INSTALLED.",BL00708,13878413,FAILED,N,PERIODIC,840 W EASTWOOD AVE,840,W,EASTWOOD,AVE,10815,34.0,41.96653405,-87.6514038,"(41.96653405176927, -87.65140379552945)"
6958308,05/18/2023,05/18/2023,OPEN,,PROVIDE,OTHER   :    :OTHER,"STAIRWELLS ID. SIGNS - INSTALLED TO HIGH, LETTERS AND NUMBERS ONLY 4"".; RE ENTRY SIGN ON CORRIDOR SIDE ARE MISSING PER CODE SECTION - 4(13-76-075).",BL00831,13620223,FAILED,N,PERIODIC,2640 N SHEFFIELD AVE,2640,N,SHEFFIELD,AVE,7384,35.0,41.93011044,-87.65391981,"(41.93011044391672, -87.6539198075495)"
7037805,09/09/2023,09/08/2023,OPEN,,PROVIDE,NO TEMPETURE CONTROL VALVE ON BATHROOM LAVATORY SINK  DANGEROUS AND HAZARDOUS,,293822,14139922,FAILED,N,COMPLAINT,2501 W 63RD ST,2501,W,63RD,ST,19747,3.0,41.77911271,-87.68614996,"(41.779112711099536, -87.68614996112841)"
6923038,04/10/2024,02/17/2023,COMPLIED,04/04/2024,PROVIDE,,PROPER LIGHTING IN BOILER ROOM.,543760,14198760,CLOSED,N,PERIODIC,501 N CENTRAL AVE,501,N,CENTRAL,AVE,2543,,41.88938364,-87.76503865,"(41.889383638320616, -87.76503865254902)"
6994075,06/27/2023,06/27/2023,OPEN,,PROVIDE,OTHER   :    :OTHER,"AS PER SECTION 14X-3-302.3 OUTDOOR AREAS MUST BE MAINTAINED.AT THE TIME OF INSPECTION THE FRONT YARD SECTION OF THE FENCE WAS DISASSEMBLED TO PROVIDE ACCESS TO VEHICLES. THE TOP RAIL IS RUSTED, MESH IS BENT AND POSTS HAVE BEEN REMOVED.MULTIPLE LOCATIONS OF THE BUILDING HAVE BENT AND MISSING SECTIONS OF WALL SIDING.",BL00810,14114703,FAILED,N,COMPLAINT,5216 S LAWNDALE AVE,5216,S,LAWNDALE,AVE,337380,,41.79827053,-87.71609222,"(41.79827052565889, -87.71609222247018)"
7022478,07/31/2023,07/31/2023,OPEN,,PROVIDE,"OTHER   :    :.,","AS PER SECTION 17-10-1005, ALL PARKING SPACES MUST BE CLEARLY MARKED AND VISIBLE.AT THE TIME OF INSPECTION, IT WAS OBSERVED THAT THE STRIPPING HAS FADED AT MULTIPLE LOCATIONS.RE-STRIPE PARKING SPACES AS REQUIRED.",BL00810,14129785,FAILED,N,COMPLAINT,718 E 47TH ST,718,E,47TH,ST,308477,47.0,41.80962084,-87.60812946,"(41.80962084290176, -87.60812946038963)"
7160750,05/08/2024,04/23/2024,OPEN,,PROVIDE,,POST EXIT DIAGRAMS AT ALL EXIT DOORS,BL00950,13833007,FAILED,N,PERIODIC,802 W RANDOLPH ST,802,W,RANDOLPH,ST,1132,,41.88451431,-87.64758485,"(41.88451430975758, -87.64758485253567)"
6630150,02/23/2023,06/11/2021,COMPLIED,06/23/2021,PROVIDE,,PROVIDE TEMPERATURE MIXING VALVES FOR LAVATORIES IN BATHROOM,BL00748,13567621,FAILED,N,COMPLAINT,834 E 79TH ST,834,E,79TH,ST,418490,51.0,41.75141285,-87.60382478,"(41.751412847208826, -87.60382478318215)"
5938486,04/17/2023,02/14/2018,OPEN,,PROVIDE,"OTHER   :    :BUILDING,","PROVIDE PER CODE SECTION 13-196-084 BOTH STAIRWELLS DOORS LOCKED AND REQUIRE KEY FOR RE-ENTRY ONTO FLOORS, NO FAIL-SAFE DOOR UNLOCKING SYSTEM INSTALLED.PLANS AND PERMITS REQUIRED FOR ALL REPAIRS",BL00831,12564041,FAILED,N,PERIODIC,100 E WALTON ST,100,E,WALTON,ST,3921,,41.90009663,-87.62535934,"(41.90009662517738, -87.62535934070077)"
7238043,10/23/2024,10/23/2024,OPEN,,PROVIDE,7144 S YATES,"PROVIDE 2 HOUR RATED FIRE CAULK FOR ALL PIPE, WALL AND FLOOR PENATRATIONS FOR REFRIGERATION AND GAS LINES. CONTACT REFRIGERATION BUREAU FOR RESINSPECTION",467358,14444304,FAILED,N,PERMIT,7144 S YATES BLVD,7144,S,YATES,BLVD,407608,42.0,41.76487403,-87.56663803,"(41.76487403447745, -87.56663802829983)"
7069422,08/30/2024,11/04/2023,OPEN,,PROVIDE,EXTERIOR:S   :,"NO PERMIT ON RECORD FOR 8' FRONT , SIDE AND REAR FENCES INCLUDING SLIDE GATES , PER  SEC. 14A-4-404.7 IT IS UNLAWFUL TO ERECT A FENCE MORE THAN 5 FEET (1524 MM) IN HEIGHT WITHOUT FIRST OBTAINING A PERMIT FROM THE BUILDING OFFICIAL.",BL01037,14435168,FAILED,N,COMPLAINT,1004 N SPRINGFIELD AVE,1004,N,SPRINGFIELD,AVE,52353,,41.89924683,-87.72390944,"(41.89924683295795, -87.72390944300308)"
7154101,04/24/2024,04/23/2024,OPEN,,PROVIDE,,POST EXIT FIAGRAMS AT ALL EXIT DOORS,BL00950,14230073,FAILED,N,PERIODIC,846 W FULTON MARKET,846,W,FULTON MARKET,,1062,,41.8868834,-87.649348,"(41.88688339586643, -87.64934800192064)"
7115909,02/06/2024,01/29/2024,OPEN,,PROVIDE,,NO IN LINE BACK FLOW CHECK VALVE FRO HAIR BOWL SINKS IN HAIR SALON,398921,14180675,FAILED,N,COMPLAINT,42 E 110TH PL,42,E,110TH,PL,21671,40.0,41.69407214,-87.62154564,"(41.69407214335416, -87.62154563604997)"
7225127,09/20/2024,09/20/2024,OPEN,,PROVIDE,EXTERIOR:S   :,"PROVIDE PER SECTION 13-96-820, 13-96-830, 13-96-840, 13-96-850, 13-96-870, 100% HANDS-ON CRITICAL EXAM OF FIRE ESCAPE. SUBMIT TO: DEPARTMENT OF BUILDINGS, ATTN: CODE COMPLIANCE GROUP, 2045 W. WASHINGTON, 60612FAILED TO ADEQUATELY MAINTAIN FIRE ESCAPES, SIGN STRUCTURES, ANTENNAE, CANOPIES, MARQUEES, FLAGPOLES, METAL CORNICES, SMOKESTACKS, WINDOW WASHING AND EXTERIOR MAINTENANCE SYSTEMS, AND OTHER METAL STRUCTURES PERMANENTLY INSTALLED ON THE EXTERIOR OF A BUILDING.PROVIDE CRITICAL EXAMINATION REPORT ON EXPOSED METAL STRUCTURES BY A REGISTERED DESIGN PROFESSIONAL WITHIN 2 YEARS AFTER ITS INSTALLATION AND AT LEAST ONCE EVERY 5 YEARS AFTER THE INITIAL INSPECTION. THE REGISTERED DESIGN PROFESSIONAL MUST PREPARE THE SIGNED AND SEALED WRITTEN REPORT ON THE EXTERNAL STRUCTURAL CONDITION AND INTEGRITY OF THE EXPOSED METAL STRUCTURE AND PROVIDE TO OWNER. EXISTING FIRE ESCAPES AND FIRE ESCAPE STAIRWAY MAY NOT BE REMOVED WITHOUT A PERMIT AND APPROVAL BY THE BUILDING OFFICIAL AND FIRE CODE OFFICIAL.  SEND REPORTS TO: DEPARTMENT OF BUILDINGS CODE COMPLIANCE GROUP, 2045 W. WASHINGTON BLVD. CHICAGO, IL  60612. (14A-6-603.3 THROUGH 14A-6-603.3.4, 14X-5-505.12, 14R-3-307, 14R-3-307.6 AND 14A-4-404.8)",447020,11836766,FAILED,N,PERIODIC,635 W BARRY AVE,635,W,BARRY,AVE,7914,8.0,41.93777399,-87.64570128,"(41.93777399004808, -87.64570127756615)"
6331828,09/30/2024,08/22/2019,OPEN,,PROVIDE,OTHER   :    :OTHER,THERE ARE NO EXIT DIAGAMS. SECTION 15-4-881 REQUIRES EXIT DIAGRAMS.,112463,12996280,FAILED,N,PERIODIC,5101 S HOMAN AVE,5101,S,HOMAN,AVE,18933,,41.80066632,-87.70852126,"(41.80066631946655, -87.70852125956726)"
7037799,09/09/2023,09/07/2023,OPEN,,PROVIDE,,POST EXIT DIAGRAMS AT ALL EXIT DOORS,BL00952,14140106,FAILED,N,PERIODIC,901 W KINZIE ST,901,W,KINZIE,ST,28147,,41.88890908,-87.64996188,"(41.88890907624813, -87.64996187923906)"
6513706,04/25/2023,09/09/2020,COMPLIED,02/09/2023,PROVIDE,,NO MIXING VALVE FOR HAND SINK OR LAVATORY.  (18-29-607.1.1),555101,13335411,FAILED,N,COMPLAINT,6659 S HALSTED ST,6659,S,HALSTED,ST,378809,,41.77252037,-87.64445166,"(41.77252037055051, -87.64445165621619)"
6790500,06/07/2024,01/12/2022,COMPLIED,01/16/2024,PROVIDE,,PROVIDE PROOF OF FLAME SPREAD FOR ALL FABRIC CURTAINS,BL00950,13818913,PASSED,N,PERIODIC,52 W ILLINOIS ST,52,W,ILLINOIS,ST,2625,,41.89093553,-87.62997109,"(41.890935529568296, -87.62997108918054)"
7187104,06/26/2024,06/26/2024,OPEN,,PROVIDE,OTHER   :    :OTHER,"AS PER SECTION 14A-4-404.7, IT'S UNLAWFULL TO ERECT A 6FT WOOD FENCE WITHOUT FIRST OBTAINING A PERMIT.AT THE TIME OF INSPECTION-IT WAS OBSERVED THAT SOLID WOOD FENCING WAS ERECTED AT THE FRONT AND REAR OF THE PROPERTY. A SUBSEQUENT PERMIT SEARCH DID NOT IDENTIFY ANY PERMITS RELATED TO THE FENCING.",BL00810,14399355,FAILED,N,COMPLAINT,3357 W 64TH ST,3357,W,64TH,ST,609274,,41.77695723,-87.70760729,"(41.77695722986746, -87.7076072905538)"
6667477,06/29/2023,08/24/2021,COMPLIED,02/21/2023,PROVIDE,"OTHER   :    :EXTERIOR, BL00876","FIRE ESCAPE SEVERELY RUSTED AND DAMAGED.PROVIDE PER SECTION 14A-6-603.3, 14A-6-603.3.1, 14A-6-603.3.2, 14A-6-603.3.3, 14A-6-603.3.4, 100% HANDS-ON CRITICAL EXAM OF FIRE ESCAPE AND ALL EXPOSED METAL. SUBMIT TO: DEPARTMENT OF BUILDINGS, ATTN: CODE-COMPLIANCE GROUP, 2045 W. WASHINGTON 60612.",BL00903,13594663,FAILED,N,COMPLAINT,3911 W 26TH ST,3911,W,26TH,ST,288367,25.0,41.84416771,-87.72262754,"(41.84416770697509, -87.7226275438366)"
5577332,06/24/2023,11/04/2016,OPEN,,PROVIDE,,"(REAR YARD) ROTTED WOOD CRAWL SPACE HATCH AND CATCH BASIN MISSING COVER.RAIN BARREL IS FILLED WITH DIRTY,STAGNANT WATER.(SEC.7-28-060)",207370,14111996,FAILED,N,COMPLAINT,4448 S WOOD ST,4448,S,WOOD,ST,312085,,41.81256791,-87.67007995,"(41.81256790910011, -87.67007994531902)"
