Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
MCP23960038,190026611,Montgomery County Police,Injury Crash,06/04/2019 10:08:00 AM,No,Maryland (State),North,,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,HATHAWAY DR,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.0682964,-77.06096885,"(39.0682964, -77.06096885)"
MCP26710020,180059335,Montgomery County Police,Property Damage Crash,11/27/2018 06:00:00 PM,No,Maryland (State),East,,2.0,East,0.0,FEET,LEVEL,PHILADELPHIA AVE,CHICAGO AVE,,TAKOMA PARK,,UNKNOWN,HEAD ON LEFT TURN,,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.98679333,-77.02164833,"(38.98679333, -77.02164833)"
MCP2564002L,200011666,Montgomery County Police,Injury Crash,03/09/2020 06:00:00 PM,No,County,South,,2.0,South,0.0,FEET,GRADE DOWNHILL,FLOWER HILL WAY,WOODFIELD RD,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER OBJECT,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.15536667,-77.16444167,"(39.15536667, -77.16444167)"
MCP2810001Z,220048710,Montgomery County Police,Property Damage Crash,11/04/2022 08:40:00 PM,No,County,South,,2.0,North,0.0,FEET,GRADE DOWNHILL,CHRISTOPHER AVE,HELLINGLY PL,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15897467,-77.2064535,"(39.15897467, -77.2064535)"
MCP32280039,220011375,Montgomery County Police,Injury Crash,03/16/2022 06:39:00 PM,No,Government,East,CROSSOVER AREA,2.0,West,0.0,FEET,LEVEL,SLIGO CREEK PKWY,COLESVILLE RD,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.00769165,-77.02007833,"(39.00769165, -77.02007833)"
MCP3048004B,180059044,Montgomery County Police,Injury Crash,11/26/2018 08:07:00 AM,No,County,South,,1.0,North,0.0,FEET,LEVEL,FRIENDSHIP BLVD,WILLARD AVE,,,PEDESTRIAN,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.961945,-77.08896667,"(38.961945, -77.08896667)"
DD5625002V,190045620,Rockville Police Departme,Injury Crash,09/23/2019 06:39:00 PM,No,Municipality,North,,1.0,South,0.0,FEET,LEVEL,BROADWOOD DR,BRADLEY AVE,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,"N/A, NONE DETECTED",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.08123167,-77.12028333,"(39.08123167, -77.12028333)"
MCP2177003N,190006224,Montgomery County Police,Property Damage Crash,02/08/2019 09:50:00 AM,No,County,South,,2.0,North,0.0,FEET,HILL UPHILL,SEVEN LOCKS RD,TUCKERMAN LA,,,,DRIVER,HEAD ON LEFT TURN,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,,"TWO-WAY, NOT DIVIDED",39.06088574,-77.15719734,"(39.06088574, -77.15719734)"
MCP3096000S,180024931,Montgomery County Police,Fatal Crash,05/21/2018 01:36:00 PM,No,County,West,OTHER,2.0,East,0.0,FEET,LEVEL,RANDOLPH RD,ROCKING HORSE RD,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05387968,-77.09400013,"(39.05387968, -77.09400013)"
MCP1170002N,200049507,Montgomery County Police,Injury Crash,12/16/2020 12:00:00 PM,No,County,East,,2.0,East,0.0,FEET,LEVEL,BRIGGS CHANEY RD,GATESHEAD MANOR WAY,,,,DRIVER,HEAD ON LEFT TURN,SNOW,SNOW,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.04579167,-76.990235,"(39.04579167, -76.990235)"
MCP2094008N,170513365,Montgomery County Police,Injury Crash,06/13/2017 09:34:00 AM,No,County,North,,4.0,South,350.0,FEET,LEVEL,PARKLAWN DR,PARKLAWN TERR,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,COMMERCIAL DRIVEWAY,OTHER,CURVE LEFT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05065167,-77.10442167,"(39.05065167, -77.10442167)"
DD56510023,220040720,Rockville Police Departme,Property Damage Crash,09/19/2022 11:40:00 AM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,FREDERICK RD,REDLAND BLVD,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,OTHER,39.11556,-77.16625,"(39.11556, -77.16625)"
DD5604002K,190005753,Rockville Police Departme,Property Damage Crash,02/05/2019 06:08:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,CONGRESSIONAL LA,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06439167,-77.12626833,"(39.06439167, -77.12626833)"
MCP3036002B,230069491,Montgomery County Police,Property Damage Crash,12/02/2023 03:11:00 PM,No,County,East,LEFT TURN LANE,2.0,East,0.0,FEET,LEVEL,CENTERWAY RD,MONTGOMERY VILLAGE AVE,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17277333,-77.204125,"(39.17277333, -77.204125)"
MCP1472000X,170530322,Montgomery County Police,Injury Crash,09/13/2017 12:15:00 PM,No,Maryland (State),East,LEFT TURN LANE,3.0,East,0.0,FEET,LEVEL,W DIAMOND AVE,BUREAU DR,,GAITHERSBURG,,DRIVER,HEAD ON LEFT TURN,CLEAR,,DAYLIGHT,TRAFFIC SIGNAL,"N/A, NONE DETECTED",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14168689,-77.21778676,"(39.14168689, -77.21778676)"
EJ7866006T,190044324,Gaithersburg Police Depar,Injury Crash,09/16/2019 01:20:00 PM,No,Municipality,South,,2.0,North,0.0,FEET,LEVEL,RUSSELL AVE,ODENDHAL AVE,,GAITHERSBURG,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.150535,-77.20390167,"(39.150535, -77.20390167)"
MCP158000B5,190013865,Montgomery County Police,Property Damage Crash,03/26/2019 06:44:00 AM,No,County,North,,1.0,North,0.0,FEET,LEVEL,WATKINS MILL RD,APPLE RIDGE RD,,,,DRIVER,HEAD ON LEFT TURN,,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.18440667,-77.21098833,"(39.18440667, -77.21098833)"
MCP25350025,200046472,Montgomery County Police,Injury Crash,11/24/2020 07:00:00 PM,No,Maryland (State),North,,3.0,North,0.0,FEET,HILL CREST,CONNECTICUT AVE,DENFELD AVE,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.03877733,-77.0756595,"(39.03877733, -77.0756595)"
MCP31340024,190039646,Montgomery County Police,Property Damage Crash,08/19/2019 05:15:00 PM,No,US (State),West,,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,SILVER SPRING AVE,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99171833,-77.02643833,"(38.99171833, -77.02643833)"
DD56250009,180020928,Rockville Police Departme,Injury Crash,04/29/2018 12:06:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,MT VERNON PL,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.078705,-77.14222833,"(39.078705, -77.14222833)"
MCP3226002T,220027005,Montgomery County Police,Property Damage Crash,06/22/2022 11:04:00 PM,No,Maryland (State),North,LEFT TURN LANE,3.0,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,INTERCOUNTY CONNECTOR,,,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0883955,-76.99942817,"(39.0883955, -76.99942817)"
DD5590002C,180051792,Rockville Police Departme,Property Damage Crash,10/16/2018 01:00:00 PM,No,Municipality,West,,1.0,North,100.0,FEET,LEVEL,PICCARD DR,KING FARM BLVD,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,,CROSSOVER RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11127167,-77.18274667,"(39.11127167, -77.18274667)"
MCP31610031,210027646,Montgomery County Police,Property Damage Crash,07/17/2021 05:00:00 PM,No,Maryland (State),North,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,BELLEVUE DR,,,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01303,-77.098605,"(39.01303, -77.098605)"
DD5611006T,190052631,Rockville Police Departme,Property Damage Crash,11/01/2019 01:40:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,CROSSOVER,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,CROSSOVER RELATED,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06554333,-77.12746667,"(39.06554333, -77.12746667)"
MCP263900G0,230046232,Montgomery County Police,Injury Crash,07/25/2023 12:51:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,GRADE DOWNHILL,GEORGIA AVE,ENT TO BUSINESS,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0851605,-77.0787055,"(39.0851605, -77.0787055)"
MCP2254001L,180018673,Montgomery County Police,Property Damage Crash,04/17/2018 08:00:00 AM,No,Maryland (State),North,,2.0,North,0.0,FEET,LEVEL,FREDERICK RD,MILESTONE MANOR LA,,,,DRIVER,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20901333,-77.24716833,"(39.20901333, -77.24716833)"
MCP2789003X,170546616,Montgomery County Police,Injury Crash,12/04/2017 07:00:00 PM,No,US (State),North,,4.0,North,0.0,FEET,LEVEL,COLESVILLE RD,SLIGO CREEK PKWY,,,,DRIVER,HEAD ON LEFT TURN,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,,,OTHER VEHICLE,,,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.00825167,-77.02006833,"(39.00825167, -77.02006833)"
DD5649000B,210004305,Rockville Police Departme,Property Damage Crash,02/03/2021 10:55:00 AM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,ROCKVILLE PIKE,WOOTTON PKWY,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,"N/A, NONE DETECTED",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07708461,-77.13956555,"(39.07708461, -77.13956555)"
MCP3022004L,220014824,Montgomery County Police,Injury Crash,04/07/2022 03:57:00 PM,No,Maryland (State),South,,2.0,North,0.0,FEET,HILL UPHILL,RIDGE RD,ENT TO SHOPPING CENTER,,,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,OTHER,,,OTHER VEHICLE,,INTERSECTION RELATED,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.28664617,-77.2084485,"(39.28664617, -77.2084485)"
MCP3240001N,210004254,Montgomery County Police,Injury Crash,02/02/2021 09:20:00 PM,No,County,West,,1.0,West,0.0,FEET,LEVEL,GUNNERS BRANCH RD,FREDERICK RD,,,,DRIVER,HEAD ON LEFT TURN,SNOW,DRY,DARK LIGHTS ON,NO CONTROLS,,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.1779171,-77.24058013,"(39.1779171, -77.24058013)"
MCP28680036,190031555,Montgomery County Police,Property Damage Crash,07/02/2019 04:30:00 PM,No,Maryland (State),West,,1.0,East,0.0,FEET,HILL UPHILL,MASSACHUSETTS AVE,SANGAMORE RD,,,,DRIVER,HEAD ON LEFT TURN,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.96330833,-77.12089833,"(38.96330833, -77.12089833)"
MCP3200005N,220022290,Montgomery County Police,Property Damage Crash,05/25/2022 09:04:00 AM,No,Other Public Roadway,West,,2.0,East,0.0,FEET,LEVEL,MONTROSE PKWY,E JEFFERSON ST,,,,DRIVER,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05124533,-77.12624267,"(39.05124533, -77.12624267)"
MCP1563008G,230022328,Montgomery County Police,Property Damage Crash,05/10/2023 05:56:00 AM,No,Maryland (State),North,,3.0,North,0.0,FEET,GRADE DOWNHILL,ROCKVILLE PIKE,ENT TO NATIONAL NAVAL MEDICAL CTR,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,OTHER,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.004255,-77.09727,"(39.004255, -77.09727)"
MCP3156000Q,190011165,Montgomery County Police,Injury Crash,03/10/2019 10:28:00 PM,No,Maryland (State),South,,3.0,South,10.0,FEET,GRADE DOWNHILL,16TH ST,EAST WEST HWY,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99449167,-77.03639,"(38.99449167, -77.03639)"
MCP3096003W,230006468,Montgomery County Police,Property Damage Crash,02/08/2023 05:13:00 PM,No,Maryland (State),South,,3.0,North,0.0,FEET,LEVEL,FREDERICK RD,SHADY GROVE RD,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.12263583,-77.17793333,"(39.12263583, -77.17793333)"
DD56170027,200024738,Rockville Police Departme,Property Damage Crash,06/24/2020 07:32:00 PM,No,Maryland (State),South,,4.0,North,0.0,FEET,LEVEL,HUNGERFORD DR,FREDERICK AVE #2,,ROCKVILLE,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,U-TURN,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.096455,-77.15303667,"(39.096455, -77.15303667)"
MCP3178000D,190013955,Montgomery County Police,Injury Crash,03/26/2019 02:19:00 PM,No,Maryland (State),West,,1.0,East,0.0,FEET,LEVEL,OLNEY LAYTONSVILLE RD,ZION RD,,,,DRIVER,HEAD ON LEFT TURN,,,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION,Y-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.1772,-77.10079167,"(39.1772, -77.10079167)"
MCP30480074,210033883,Montgomery County Police,Injury Crash,08/30/2021 02:40:00 PM,No,Maryland (State),West,,1.0,East,500.0,FEET,LEVEL,STRATHMORE AVE,ROCKVILLE PIKE,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,,"N/A, UNKNOWN",,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.03470833,-77.10507167,"(39.03470833, -77.10507167)"
MCP14380040,17004231,Montgomery County Police,Injury Crash,01/24/2017 07:26:00 PM,No,Maryland (State),West,,3.0,East,0.0,FEET,LEVEL,MUNCASTER MILL RD,WOODFIELD RD,,,,DRIVER,HEAD ON LEFT TURN,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OVERTURN,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.158605,-77.16000167,"(39.158605, -77.16000167)"
MCP22980142,230050976,Montgomery County Police,Injury Crash,08/23/2023 08:48:00 PM,No,Maryland (State),North,,3.0,North,0.0,FEET,HILL UPHILL,FREDERICK RD,GUNNERS BRANCH RD,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17567833,-77.23805333,"(39.17567833, -77.23805333)"
MCP23290028,230035152,Montgomery County Police,Property Damage Crash,07/24/2023 06:10:00 AM,No,County,South,,2.0,North,0.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,CENTERWAY RD,,,,DRIVER,HEAD ON LEFT TURN,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,"N/A, NONE DETECTED",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.17255801,-77.20374546,"(39.17255801, -77.20374546)"
MCP3017002F,230065861,Montgomery County Police,Injury Crash,11/12/2023 12:33:00 AM,No,County,South,,2.0,South,0.0,FEET,GRADE DOWNHILL,SNOUFFERS SCHOOL RD,BONANZA WAY,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,PARKED VEHICLE,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16660283,-77.17112167,"(39.16660283, -77.17112167)"
MCP30360026,230021265,Montgomery County Police,Property Damage Crash,05/04/2023 12:57:00 AM,No,County,North,,2.0,West,0.0,FEET,LEVEL,FIELDS RD,CASE ST,,GAITHERSBURG,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11315833,-77.19926167,"(39.11315833, -77.19926167)"
EJ78550027,170530808,Gaithersburg Police Depar,Injury Crash,09/15/2017 05:45:00 PM,No,Maryland (State),West,,3.0,North,0.0,FEET,LEVEL,MONTGOMERY VILLAGE AVE,RUSSELL AVE,,GAITHERSBURG,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15435167,-77.20922667,"(39.15435167, -77.20922667)"
MCP2497001B,180041609,Montgomery County Police,Property Damage Crash,08/21/2018 02:50:00 PM,No,County,North,,1.0,South,10.0,FEET,HILL UPHILL,AMBLESIDE DR,GLEN RD,,,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,T-INTERSECTION,,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.04725333,-77.19911667,"(39.04725333, -77.19911667)"
MCP3052000X,170544722,Montgomery County Police,Injury Crash,11/24/2017 08:29:00 PM,No,County,North,,2.0,South,0.0,FEET,HILL UPHILL,SNOUFFERS SCHOOL RD,CHERRY LAUREL LA,,,,DRIVER,HEAD ON LEFT TURN,,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,FIXED OBJECT,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.16095167,-77.16359667,"(39.16095167, -77.16359667)"
EJ7871005H,220008442,Gaithersburg Police Depar,Property Damage Crash,02/26/2022 07:51:00 PM,No,Municipality,North,LEFT TURN LANE,3.0,South,0.0,FEET,LEVEL,PROFESSIONAL DR,FREDERICK RD,,,,DRIVER,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16339918,-77.22639142,"(39.16339918, -77.22639142)"
EJ7876001N,1900581008,Gaithersburg Police Depar,Property Damage Crash,12/02/2019 06:50:00 PM,No,Municipality,South,LEFT TURN LANE,2.0,North,0.0,FEET,LEVEL,RUSSELL AVE,ODENDHAL AVE,,GAITHERSBURG,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.150815,-77.20343833,"(39.150815, -77.20343833)"
MCP229800QT,200006822,Montgomery County Police,Injury Crash,02/10/2020 05:51:00 PM,No,Maryland (State),South,,2.0,North,0.0,FEET,LEVEL,GREAT SENECA HWY,DAIRYMAID DR,,,,DRIVER,HEAD ON LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.16669667,-77.271035,"(39.16669667, -77.271035)"
